repo	terms	is_editors	url
saltstack-formulas/emacs-formula	emacs formula	True	http://github.com/saltstack-formulas/emacs-formula
vigneshacker/navigasmic	navigasmic	false	http://github.com/vigneshacker/navigasmic
leoscorza/teste	teste	false	http://github.com/leoscorza/teste
nurtext/graphcache	graphcache	false	http://github.com/nurtext/graphcache
viniciusataide/lista8	lista8	false	http://github.com/viniciusataide/lista8
davidcolblin/executer	executer	false	http://github.com/davidcolblin/executer
vikraman/portage	portage	false	http://github.com/vikraman/portage
snurt/sample_app	sample app	false	http://github.com/snurt/sample_app
kkocabiyik/ios-custom-alertview	ios custom alertview	false	http://github.com/kkocabiyik/ios-custom-alertview
ffaxkenny/script-supervisor	script supervisor	false	http://github.com/ffaxkenny/script-supervisor
megharastogi/devise	devise	false	http://github.com/megharastogi/devise
visormatt/jquery-mobile	jquery mobile	false	http://github.com/visormatt/jquery-mobile
kurochan/javasample	javasample	false	http://github.com/kurochan/javasample
gitpan/acme-class-dbi-nothreats	acme class dbi nothreats	false	http://github.com/gitpan/acme-class-dbi-nothreats
samurailtd/hghghg	hghghg	false	http://github.com/samurailtd/hghghg
samsonjs/mojo.ext	mojo ext	false	http://github.com/samsonjs/mojo.ext
titoviscaino/github	github	false	http://github.com/titoviscaino/github
civiliz/migrations	migrations	false	http://github.com/civiliz/migrations
thesamet/ng-grid	ng grid	false	http://github.com/thesamet/ng-grid
alpaca-tc/rake.vim	rake vim	True	http://github.com/alpaca-tc/rake.vim
davidbento/coffee	coffee	false	http://github.com/davidbento/coffee
davidmarne/baseballmanagerproblem	baseballmanagerproblem	false	http://github.com/davidmarne/baseballmanagerproblem
vivekbansal/anysoftkeyboard	anysoftkeyboard	false	http://github.com/vivekbansal/anysoftkeyboard
emacsmirror/dedicated	dedicated	false	http://github.com/emacsmirror/dedicated
terrancen/vimconfig	vimconfig	True	http://github.com/terrancen/vimconfig
mananagagulashvilli/aweber-api-python-library	aweber api python library	false	http://github.com/mananagagulashvilli/aweber-api-python-library
damirmiljkovic/cw-omnibus	cw omnibus	false	http://github.com/damirmiljkovic/cw-omnibus
soyjavi/coffeescript.book	coffeescript book	false	http://github.com/soyjavi/coffeescript.book
wengyuwei/android-swipelistview	android swipelistview	false	http://github.com/wengyuwei/android-swipelistview
xavierlacot/xavccchromeextension	xavccchromeextension	false	http://github.com/xavierlacot/xavccchromeextension
samvj/jsduck	jsduck	false	http://github.com/samvj/jsduck
kkolodziej/aperteworkflow-modeler-samples	aperteworkflow modeler samples	false	http://github.com/kkolodziej/aperteworkflow-modeler-samples
drewgoffard/sample-	sample 	false	http://github.com/drewgoffard/sample-
joecohens/vim-config	vim config	True	http://github.com/joecohens/vim-config
zeekay/vice-git	vice git	false	http://github.com/zeekay/vice-git
karloknezevic/acoparallelunrelatedmachines	acoparallelunrelatedmachines	false	http://github.com/karloknezevic/acoparallelunrelatedmachines
komarov/ubic-service-starman	ubic service starman	false	http://github.com/komarov/ubic-service-starman
xujianrj/movie	movie	false	http://github.com/xujianrj/movie
tsaavik/gitlabhq	gitlabhq	false	http://github.com/tsaavik/gitlabhq
dev-13/deviceinfo	deviceinfo	false	http://github.com/dev-13/deviceinfo
james-maloney/vim_files	vim files	True	http://github.com/james-maloney/vim_files
kojifushimi/bigvideo.js	bigvideo js	false	http://github.com/kojifushimi/bigvideo.js
bamanzi/emacs-dbgr	emacs dbgr	True	http://github.com/bamanzi/emacs-dbgr
kaina/sample_app	sample app	false	http://github.com/kaina/sample_app
boeyc/sample_app	sample app	false	http://github.com/boeyc/sample_app
samiforu1/siri	siri	false	http://github.com/samiforu1/siri
frodenas/bosh-sample-release	bosh sample release	false	http://github.com/frodenas/bosh-sample-release
japplegame/vibe.d	vibe d	false	http://github.com/japplegame/vibe.d
roverdotcom/django-device-notifications	django device notifications	false	http://github.com/roverdotcom/django-device-notifications
saltwat5r/ocborghettiview	ocborghettiview	false	http://github.com/saltwat5r/ocborghettiview
neuroanatomyandconnectivity/vlpfc_preprocessing_scripts	vlpfc preprocessing scripts	false	http://github.com/neuroanatomyandconnectivity/vlpfc_preprocessing_scripts
kody-w/c--	c  	false	http://github.com/kody-w/c--
eco4r/sesamesync	sesamesync	false	http://github.com/eco4r/sesamesync
ravibhure/cookbooks-2	cookbooks 2	false	http://github.com/ravibhure/cookbooks-2
fishlamp-obsolete-ignore-these-repos/fishlamp-ui-viewcontroller	fishlamp ui viewcontroller	false	http://github.com/fishlamp-obsolete-ignore-these-repos/fishlamp-ui-viewcontroller
musiczone/flipgridview	flipgridview	false	http://github.com/musiczone/flipgridview
shadow-fox/github-services	github services	false	http://github.com/shadow-fox/github-services
cuspaceflight/spacescream	spacescream	false	http://github.com/cuspaceflight/spacescream
faizvisram/rpi-charlcd	rpi charlcd	false	http://github.com/faizvisram/rpi-charlcd
javier/redis-io	redis io	false	http://github.com/javier/redis-io
linovia/django-crispy-forms	django crispy forms	false	http://github.com/linovia/django-crispy-forms
non/psp-view	psp view	false	http://github.com/non/psp-view
kaiovinicius/projetos-ufs	projetos ufs	false	http://github.com/kaiovinicius/projetos-ufs
charlschun/aqgridview	aqgridview	false	http://github.com/charlschun/aqgridview
greedy/dotvim	dotvim	True	http://github.com/greedy/dotvim
leo07vasp/history.js	history js	false	http://github.com/leo07vasp/history.js
lrvick/jquery-simpleslideshow	jquery simpleslideshow	false	http://github.com/lrvick/jquery-simpleslideshow
harveytoro/responsiveviewer	responsiveviewer	false	http://github.com/harveytoro/responsiveviewer
sdvic/pongreference	pongreference	false	http://github.com/sdvic/pongreference
opfl/vine-grab	vine grab	false	http://github.com/opfl/vine-grab
samuel-cox/p5leapmotionexamples	p5leapmotionexamples	false	http://github.com/samuel-cox/p5leapmotionexamples
vietnc/jargon-parser	jargon parser	false	http://github.com/vietnc/jargon-parser
appdevit/helpdesk-android	helpdesk android	false	http://github.com/appdevit/helpdesk-android
fredrikmollerstrand/kvitter-gui	kvitter gui	false	http://github.com/fredrikmollerstrand/kvitter-gui
josericardojr/qiviserver	qiviserver	false	http://github.com/josericardojr/qiviserver
imclab/visualizer-app	visualizer app	false	http://github.com/imclab/visualizer-app
joelwall/vb-help	vb help	false	http://github.com/joelwall/vb-help
vivianaranha/lbyoutubeview	lbyoutubeview	false	http://github.com/vivianaranha/lbyoutubeview
kevinladeira/dpifacil	dpifacil	false	http://github.com/kevinladeira/dpifacil
vins31/logviewer	logviewer	false	http://github.com/vins31/logviewer
ahpook/vim-puppet	vim puppet	True	http://github.com/ahpook/vim-puppet
zathras/dotvim	dotvim	True	http://github.com/zathras/dotvim
anirudhac/webservicehost	webservicehost	false	http://github.com/anirudhac/webservicehost
dbrashear/egotextview	egotextview	True	http://github.com/dbrashear/egotextview
sachin-webonise/virtualcollege	virtualcollege	false	http://github.com/sachin-webonise/virtualcollege
serovvitaly/symfo	symfo	false	http://github.com/serovvitaly/symfo
brazilianjoe/cradle	cradle	false	http://github.com/brazilianjoe/cradle
danielxu/knpathtableviewcontroller	knpathtableviewcontroller	false	http://github.com/danielxu/knpathtableviewcontroller
tuzhilijiang/flipboardnavigationcontroller	flipboardnavigationcontroller	false	http://github.com/tuzhilijiang/flipboardnavigationcontroller
teleological/happymapper	happymapper	false	http://github.com/teleological/happymapper
genevien/myrepo	myrepo	false	http://github.com/genevien/myrepo
atomfirefly/android_waterfall	android waterfall	false	http://github.com/atomfirefly/android_waterfall
deyu260/vim_tutorials	vim tutorials	True	http://github.com/deyu260/vim_tutorials
rodrigoi/front-end-developer-interview-questions	front end developer interview questions	false	http://github.com/rodrigoi/front-end-developer-interview-questions
catesandrew/vim-fuzzyfinder-pathogen	vim fuzzyfinder pathogen	True	http://github.com/catesandrew/vim-fuzzyfinder-pathogen
samurait/python-forcast.io	python forcast io	false	http://github.com/samurait/python-forcast.io
sirmyztiq/wyndhamjade-interview-test-java-daniel	wyndhamjade interview test java daniel	false	http://github.com/sirmyztiq/wyndhamjade-interview-test-java-daniel
mmims/sublimetext-print-to-html	sublimetext print to html	True	http://github.com/mmims/sublimetext-print-to-html
dubydigital/samplevideo	samplevideo	false	http://github.com/dubydigital/samplevideo
mocanuvirgil/braintree_ruby_examples	braintree ruby examples	false	http://github.com/mocanuvirgil/braintree_ruby_examples
xiaoyili/cracking-the-coding-interview	cracking the coding interview	false	http://github.com/xiaoyili/cracking-the-coding-interview
victor50/django-configurations	django configurations	false	http://github.com/victor50/django-configurations
kitware/openview	openview	false	http://github.com/kitware/openview
giangt/grails-twitter-sample	grails twitter sample	false	http://github.com/giangt/grails-twitter-sample
brightcovelearning/videocloudflashplayerapi	videocloudflashplayerapi	false	http://github.com/brightcovelearning/videocloudflashplayerapi
jeroenseegers/vim-erlang	vim erlang	True	http://github.com/jeroenseegers/vim-erlang
cwilso/webkitaudiocontext-monkeypatch	webkitaudiocontext monkeypatch	false	http://github.com/cwilso/webkitaudiocontext-monkeypatch
biggnou/slayamavis.sh	slayamavis sh	false	http://github.com/biggnou/slayamavis.sh
r3wt/nanotoken	nanotoken	false	http://github.com/r3wt/nanotoken
ichu501/gbpathimageview	gbpathimageview	false	http://github.com/ichu501/gbpathimageview
scompt/android-viewpagerindicator	android viewpagerindicator	false	http://github.com/scompt/android-viewpagerindicator
victor-kudrya/mail-sender	mail sender	false	http://github.com/victor-kudrya/mail-sender
ayu-anggraeni/sampah-praktikum	sampah praktikum	false	http://github.com/ayu-anggraeni/sampah-praktikum
vietphu/iphone-ocr-tesseract-and-opencv	iphone ocr tesseract and opencv	false	http://github.com/vietphu/iphone-ocr-tesseract-and-opencv
kevinsuklee/impress.js	impress js	false	http://github.com/kevinsuklee/impress.js
gezope/sampleapp	sampleapp	false	http://github.com/gezope/sampleapp
andreygalkin/uidevice-extension	uidevice extension	false	http://github.com/andreygalkin/uidevice-extension
nims11xda/android_device_samsung_i9100-local	android device samsung i  local	false	http://github.com/nims11xda/android_device_samsung_i9100-local
nengxu/geany-on-rails	geany on rails	True	http://github.com/nengxu/geany-on-rails
theironsamurai/yesod-haskell-website	yesod haskell website	false	http://github.com/theironsamurai/yesod-haskell-website
ctoynbee/devise_example	devise example	false	http://github.com/ctoynbee/devise_example
antonleviathan/rsink	rsink	false	http://github.com/antonleviathan/rsink
hydraosp/android_device_samsung_cooper	android device samsung cooper	false	http://github.com/hydraosp/android_device_samsung_cooper
aizazsamuel/esp-rsource	esp rsource	false	http://github.com/aizazsamuel/esp-rsource
vitorbal/hackanoon5	hackanoon5	false	http://github.com/vitorbal/hackanoon5
jeyasithar-ces/sample	sample	false	http://github.com/jeyasithar-ces/sample
yexiang841/xiaonei-video-encode	xiaonei video encode	false	http://github.com/yexiang841/xiaonei-video-encode
sebasdesimone/uidevicehardware	uidevicehardware	false	http://github.com/sebasdesimone/uidevicehardware
mori-dev/markup-preview-command	markup preview command	false	http://github.com/mori-dev/markup-preview-command
qingw/emacs-yammer	emacs yammer	True	http://github.com/qingw/emacs-yammer
edsono/vitality.vim	vitality vim	True	http://github.com/edsono/vitality.vim
beyondaosp2/android_packages_providers_telephonyprovider	android packages providers telephonyprovider	false	http://github.com/beyondaosp2/android_packages_providers_telephonyprovider
cimbriano/vim-cheat-sheet	vim cheat sheet	True	http://github.com/cimbriano/vim-cheat-sheet
jedi4ever/gars	gars	false	http://github.com/jedi4ever/gars
davissimo/fullscreenmario	fullscreenmario	false	http://github.com/davissimo/fullscreenmario
mac-r/ajaila-sample	ajaila sample	false	http://github.com/mac-r/ajaila-sample
visemet/rankmaniac	rankmaniac	false	http://github.com/visemet/rankmaniac
victusfate/couchpubtato	couchpubtato	false	http://github.com/victusfate/couchpubtato
brovikov/kupibazar	kupibazar	false	http://github.com/brovikov/kupibazar
razrqcom-kang/android_device_motorola_mb886	android device motorola mb 	false	http://github.com/razrqcom-kang/android_device_motorola_mb886
jrockway/net-emacsclient	net emacsclient	True	http://github.com/jrockway/net-emacsclient
teleservices/workstation-chef-repo	workstation chef repo	false	http://github.com/teleservices/workstation-chef-repo
mleonard87/jirachangelogbuilder	jirachangelogbuilder	false	http://github.com/mleonard87/jirachangelogbuilder
vadimpushtaev/devise	devise	false	http://github.com/vadimpushtaev/devise
spegelius/android_device_samsung_jactivelte	android device samsung jactivelte	false	http://github.com/spegelius/android_device_samsung_jactivelte
gab0ns/teacherenvia	teacherenvia	True	http://github.com/gab0ns/teacherenvia
mschonvogel/qmbparallaxscrollviewcontroller	qmbparallaxscrollviewcontroller	false	http://github.com/mschonvogel/qmbparallaxscrollviewcontroller
marsch/sammy	sammy	false	http://github.com/marsch/sammy
can3p/vimrc	vimrc	True	http://github.com/can3p/vimrc
hjlfmy/servicestack.text	servicestack text	false	http://github.com/hjlfmy/servicestack.text
oct-d2/android_kernel_samsung_d2	android kernel samsung d2	false	http://github.com/oct-d2/android_kernel_samsung_d2
joelmoss/codaset-dialog	codaset dialog	false	http://github.com/joelmoss/codaset-dialog
samueltbrown/sensu-admin-chef	sensu admin chef	false	http://github.com/samueltbrown/sensu-admin-chef
nikslushkin/android-swipelistview	android swipelistview	false	http://github.com/nikslushkin/android-swipelistview
davidwonderly/webbspace7	webbspace7	false	http://github.com/davidwonderly/webbspace7
jheroy/subvim	subvim	True	http://github.com/jheroy/subvim
pkokate/training	training	false	http://github.com/pkokate/training
empvision777/aiosn	aiosn	false	http://github.com/empvision777/aiosn
katemonkeys/microscope	microscope	false	http://github.com/katemonkeys/microscope
jvmvik/next	next	false	http://github.com/jvmvik/next
aetherpoint/csc401-kivikoski	csc  kivikoski	false	http://github.com/aetherpoint/csc401-kivikoski
maxid/aviator	aviator	false	http://github.com/maxid/aviator
fernandocassola/rinions_imprudence_viewer	rinions imprudence viewer	false	http://github.com/fernandocassola/rinions_imprudence_viewer
kevinkong/quora	quora	false	http://github.com/kevinkong/quora
justarchi/android_device_samsung_i9300	android device samsung i 	false	http://github.com/justarchi/android_device_samsung_i9300
genkikondo/hebubbleview	hebubbleview	false	http://github.com/genkikondo/hebubbleview
feelie75/cleogit	cleogit	false	http://github.com/feelie75/cleogit
vincejl/rendr	rendr	false	http://github.com/vincejl/rendr
javier-fileiv/openrepo	openrepo	false	http://github.com/javier-fileiv/openrepo
zzq1009/continuous-scrolling-slideshow-	continuous scrolling slideshow 	false	http://github.com/zzq1009/continuous-scrolling-slideshow-
dsayswhat/vimconfig	vimconfig	True	http://github.com/dsayswhat/vimconfig
yajnab/proprietary_vendor_samsung_msm7x27a	proprietary vendor samsung msm7x a	false	http://github.com/yajnab/proprietary_vendor_samsung_msm7x27a
boblchen/vim-golang	vim golang	True	http://github.com/boblchen/vim-golang
devcamcar/vim-golang	vim golang	True	http://github.com/devcamcar/vim-golang
wym/cream-crystal	cream crystal	false	http://github.com/wym/cream-crystal
ktom2135/android-viewpagerindicator	android viewpagerindicator	false	http://github.com/ktom2135/android-viewpagerindicator
dragonvirgo/aaa	aaa	false	http://github.com/dragonvirgo/aaa
marrrvin/monolog	monolog	True	http://github.com/marrrvin/monolog
ibca/github-services	github services	false	http://github.com/ibca/github-services
jamiepg1/tripleo-incubator	tripleo incubator	false	http://github.com/jamiepg1/tripleo-incubator
vikasing/playground	playground	false	http://github.com/vikasing/playground
paulcarvill/001-instagram-subscription-calculator	  instagram subscription calculator	false	http://github.com/paulcarvill/001-instagram-subscription-calculator
pronovix/drupal-walkhub-client	drupal walkhub client	false	http://github.com/pronovix/drupal-walkhub-client
levishi/gitrepository_g	gitrepository g	false	http://github.com/levishi/gitrepository_g
davidgreisler/robinglut	robinglut	false	http://github.com/davidgreisler/robinglut
emacsmirror/ruby-test	ruby test	false	http://github.com/emacsmirror/ruby-test
wsieroci/keepermovies	keepermovies	false	http://github.com/wsieroci/keepermovies
avneetavi84/ticket-monster	ticket monster	false	http://github.com/avneetavi84/ticket-monster
tracyfloyd/sublime-text-2-snippets	sublime text 2 snippets	True	http://github.com/tracyfloyd/sublime-text-2-snippets
bijukunjummen/spring-mvc-test-sample	spring mvc test sample	false	http://github.com/bijukunjummen/spring-mvc-test-sample
edison9888/ecslidingviewcontroller	ecslidingviewcontroller	false	http://github.com/edison9888/ecslidingviewcontroller
evilangel-ru/evilangel.ru	evilangel ru	false	http://github.com/evilangel-ru/evilangel.ru
cfutureteam/auto-update-service	auto update service	false	http://github.com/cfutureteam/auto-update-service
davidgasquez/opengl-test	opengl test	false	http://github.com/davidgasquez/opengl-test
juankakode/beatr	beatr	false	http://github.com/juankakode/beatr
jinhai/textmate	textmate	True	http://github.com/jinhai/textmate
mativillagra/linux-depot	linux depot	false	http://github.com/mativillagra/linux-depot
thewebprincess/genesis-sample	genesis sample	false	http://github.com/thewebprincess/genesis-sample
nighttrax/power-savings	power savings	false	http://github.com/nighttrax/power-savings
nagamallesh/mlkcustomalertview	mlkcustomalertview	false	http://github.com/nagamallesh/mlkcustomalertview
vinz486/zzz	zzz	false	http://github.com/vinz486/zzz
emidln/lighttable-hylang	lighttable hylang	false	http://github.com/emidln/lighttable-hylang
efimikvitaliy/bsu-ssm	bsu ssm	false	http://github.com/efimikvitaliy/bsu-ssm
droidjam/proprietary_vendor_samsung	proprietary vendor samsung	false	http://github.com/droidjam/proprietary_vendor_samsung
tingle2008/emacs-ysl	emacs ysl	True	http://github.com/tingle2008/emacs-ysl
sam-b/simplebrowser	simplebrowser	false	http://github.com/sam-b/simplebrowser
castrovilli/bulleye	bulleye	false	http://github.com/castrovilli/bulleye
devilalex505/raseproject	raseproject	false	http://github.com/devilalex505/raseproject
hiren443/kkgridview	kkgridview	false	http://github.com/hiren443/kkgridview
lichunr/pavilion	pavilion	false	http://github.com/lichunr/pavilion
minds-on-design-lab/modl_giving_impact.ee_addon	modl giving impact ee addon	false	http://github.com/minds-on-design-lab/modl_giving_impact.ee_addon
mavimo/php-cloudfiles	php cloudfiles	false	http://github.com/mavimo/php-cloudfiles
aldridge1/moving-mkannotationview	moving mkannotationview	True	http://github.com/aldridge1/moving-mkannotationview
josexavier06/cplusplus	cplusplus	false	http://github.com/josexavier06/cplusplus
kevinwylder/pixelprotector	pixelprotector	false	http://github.com/kevinwylder/pixelprotector
leoisright/android_external_dnsmasq	android external dnsmasq	false	http://github.com/leoisright/android_external_dnsmasq
clivio86/carteriacentro	carteriacentro	false	http://github.com/clivio86/carteriacentro
kevinskyba/api-blueprint	api blueprint	false	http://github.com/kevinskyba/api-blueprint
laspluviosillas/thoughtbot_js	thoughtbot js	false	http://github.com/laspluviosillas/thoughtbot_js
draciel882/android_device_htc_endeavoru	android device htc endeavoru	false	http://github.com/draciel882/android_device_htc_endeavoru
remethevi/download-the-face-of-the-waters-doc-ebook-2012	download the face of the waters doc ebook  	false	http://github.com/remethevi/download-the-face-of-the-waters-doc-ebook-2012
kavirajs/example	example	false	http://github.com/kavirajs/example
davidstrauss/d8-config	d8 config	false	http://github.com/davidstrauss/d8-config
jonathanturpin/activities	activities	false	http://github.com/jonathanturpin/activities
brab/rabinovitch.ca	rabinovitch ca	false	http://github.com/brab/rabinovitch.ca
pankaj1606/monotouch-samples	monotouch samples	false	http://github.com/pankaj1606/monotouch-samples
loikrevillon/snipeg	snipeg	false	http://github.com/loikrevillon/snipeg
naix/atomthreads-arm	atomthreads arm	false	http://github.com/naix/atomthreads-arm
raynerv/android-ibeacon-service	android ibeacon service	false	http://github.com/raynerv/android-ibeacon-service
mvieira/jquery-mask-plugin	jquery mask plugin	false	http://github.com/mvieira/jquery-mask-plugin
tiankui/viki	viki	false	http://github.com/tiankui/viki
phamquy/allaroundpullview	allaroundpullview	false	http://github.com/phamquy/allaroundpullview
sventovit/minigalnano	minigalnano	false	http://github.com/sventovit/minigalnano
vikingco/django-mailer	django mailer	false	http://github.com/vikingco/django-mailer
groleo/tests	tests	false	http://github.com/groleo/tests
eddiemachado/sass.sugar	sass sugar	True	http://github.com/eddiemachado/sass.sugar
davidlovelace/sdvwr	sdvwr	false	http://github.com/davidlovelace/sdvwr
vivahiraj/sinatra_template	sinatra template	True	http://github.com/vivahiraj/sinatra_template
chuanhd/mscmoreoptiontableviewcell	mscmoreoptiontableviewcell	false	http://github.com/chuanhd/mscmoreoptiontableviewcell
hossamdarwish/aspnetidentitysocialprofileimage	aspnetidentitysocialprofileimage	false	http://github.com/hossamdarwish/aspnetidentitysocialprofileimage
sakishum/vim-flake8	vim flake8	True	http://github.com/sakishum/vim-flake8
dendweafedpplac/torrent-dvd-movies	torrent dvd movies	false	http://github.com/dendweafedpplac/torrent-dvd-movies
dragonfi/reviewboard	reviewboard	false	http://github.com/dragonfi/reviewboard
kevinfiretree/try_git	try git	false	http://github.com/kevinfiretree/try_git
vitlav/giter	giter	false	http://github.com/vitlav/giter
deantomasevic/webcon2013	webcon 	false	http://github.com/deantomasevic/webcon2013
vincentferniot/slider.js	slider js	false	http://github.com/vincentferniot/slider.js
mnakhimovich/test	test	false	http://github.com/mnakhimovich/test
ijemison/earthfirstconsultingservices	earthfirstconsultingservices	false	http://github.com/ijemison/earthfirstconsultingservices
picodegallo/try_git	try git	false	http://github.com/picodegallo/try_git
tomazasjan/vincent	vincent	false	http://github.com/tomazasjan/vincent
x10f/android_device_htc_ville	android device htc ville	false	http://github.com/x10f/android_device_htc_ville
tyrn/emacs-cfg	emacs cfg	True	http://github.com/tyrn/emacs-cfg
yanlusu/android-autofittextview	android autofittextview	false	http://github.com/yanlusu/android-autofittextview
hhfssg/multicolumntableviewforios	multicolumntableviewforios	false	http://github.com/hhfssg/multicolumntableviewforios
dpepsilon/nbhs-voting-site	nbhs voting site	false	http://github.com/dpepsilon/nbhs-voting-site
vishalvijay/cs-vtu-lab-manual	cs vtu lab manual	false	http://github.com/vishalvijay/cs-vtu-lab-manual
singhdd93/android_device_semc_urushi	android device semc urushi	false	http://github.com/singhdd93/android_device_semc_urushi
schiza/emacs.d	emacs d	True	http://github.com/schiza/emacs.d
civil/mephi-diplom	mephi diplom	false	http://github.com/civil/mephi-diplom
oussama271/vente2b	vente2b	false	http://github.com/oussama271/vente2b
victormatheus/simulated_annealing	simulated annealing	false	http://github.com/victormatheus/simulated_annealing
lxc-xx/cudasample	cudasample	false	http://github.com/lxc-xx/cudasample
jchain/minibufexpl.vim	minibufexpl vim	True	http://github.com/jchain/minibufexpl.vim
scottab/sample_app	sample app	false	http://github.com/scottab/sample_app
vitho/pid_controller_avr	pid controller avr	false	http://github.com/vitho/pid_controller_avr
davidovitch/testing	testing	false	http://github.com/davidovitch/testing
code-house/service-locator	service locator	false	http://github.com/code-house/service-locator
karlvirgil/openfoam-2.3.x	openfoam 2 3 x	false	http://github.com/karlvirgil/openfoam-2.3.x
zjroth/.emacs.d	 emacs d	True	http://github.com/zjroth/.emacs.d
shuttleoperatingsystem/installer	installer	false	http://github.com/shuttleoperatingsystem/installer
binarypumpkin/applovincoronaplugin	applovincoronaplugin	false	http://github.com/binarypumpkin/applovincoronaplugin
mwcz/vim-startify	vim startify	True	http://github.com/mwcz/vim-startify
colinbdclark/videoplayer	videoplayer	false	http://github.com/colinbdclark/videoplayer
arvinja/visualsearch	visualsearch	false	http://github.com/arvinja/visualsearch
napoleonzhen/test_git	test git	false	http://github.com/napoleonzhen/test_git
benhvien/todc-bootstrap	todc bootstrap	false	http://github.com/benhvien/todc-bootstrap
osnokiva/torrent-anal-first-time-movie	torrent anal first time movie	false	http://github.com/osnokiva/torrent-anal-first-time-movie
kobayashi-tbn/backbone-rails-todo-sample	backbone rails todo sample	false	http://github.com/kobayashi-tbn/backbone-rails-todo-sample
zaabinio/noticeview	noticeview	false	http://github.com/zaabinio/noticeview
goodvivian/learngit	learngit	false	http://github.com/goodvivian/learngit
tbruyelle/quiltviewlibrary	quiltviewlibrary	false	http://github.com/tbruyelle/quiltviewlibrary
sarahmworthy/tendenci-social-services	tendenci social services	false	http://github.com/sarahmworthy/tendenci-social-services
jcald/sample_app_rails_4	sample app rails 4	false	http://github.com/jcald/sample_app_rails_4
xzq2002/android-viewpagerindicator	android viewpagerindicator	false	http://github.com/xzq2002/android-viewpagerindicator
sdasasf/uiview-hierarchy	uiview hierarchy	false	http://github.com/sdasasf/uiview-hierarchy
mcgrawga/pvillecc	pvillecc	false	http://github.com/mcgrawga/pvillecc
jslabovitz/itinerary	itinerary	false	http://github.com/jslabovitz/itinerary
vishnu-s/first	first	false	http://github.com/vishnu-s/first
joe-loco/g.raphael	g raphael	false	http://github.com/joe-loco/g.raphael
grieverheart/partviewer3d-glsl	partviewer3d glsl	false	http://github.com/grieverheart/partviewer3d-glsl
tutuca/vimfiles	vimfiles	True	http://github.com/tutuca/vimfiles
mildlydiverting/government-service-design-manual	government service design manual	false	http://github.com/mildlydiverting/government-service-design-manual
sailorgeoffrey/interview-toolkit	interview toolkit	false	http://github.com/sailorgeoffrey/interview-toolkit
pjleonhardt/spree_active_shipping	spree active shipping	false	http://github.com/pjleonhardt/spree_active_shipping
leoner/arale_template	arale template	false	http://github.com/leoner/arale_template
scorpio92/proprietary_vendor_samsung	proprietary vendor samsung	false	http://github.com/scorpio92/proprietary_vendor_samsung
haiger/serviceframework	serviceframework	false	http://github.com/haiger/serviceframework
jedi4ever/logstash-cli	logstash cli	false	http://github.com/jedi4ever/logstash-cli
nickhargreaves/civicstore	civicstore	false	http://github.com/nickhargreaves/civicstore
keflavich/tspec_mapping	tspec mapping	false	http://github.com/keflavich/tspec_mapping
jaselg/notepad2-mod	notepad2 mod	True	http://github.com/jaselg/notepad2-mod
dmanning23/rfid-sample	rfid sample	false	http://github.com/dmanning23/rfid-sample
jedgoski/gfck	gfck	false	http://github.com/jedgoski/gfck
mrkschan/vim-node-jslint	vim node jslint	True	http://github.com/mrkschan/vim-node-jslint
leoaj/javascript-patterns	javascript patterns	false	http://github.com/leoaj/javascript-patterns
jianyong/webservice	webservice	false	http://github.com/jianyong/webservice
pushpak/front-end-developer-interview-questions	front end developer interview questions	false	http://github.com/pushpak/front-end-developer-interview-questions
runemadsen/atlas-book-sample2	atlas book sample2	false	http://github.com/runemadsen/atlas-book-sample2
jdmegkoupe/android_device_htc_shooter-common	android device htc shooter common	false	http://github.com/jdmegkoupe/android_device_htc_shooter-common
hbprotoss/peviewer	peviewer	false	http://github.com/hbprotoss/peviewer
kevinlawrence/kirbycharacters	kirbycharacters	false	http://github.com/kevinlawrence/kirbycharacters
devdroid/device_htc_msm8960-common	device htc msm  common	false	http://github.com/devdroid/device_htc_msm8960-common
gelliravi/d3	d3	false	http://github.com/gelliravi/d3
geraldvillorente/vagrant-development-vm	vagrant development vm	false	http://github.com/geraldvillorente/vagrant-development-vm
253627764/cocostudiosamples	cocostudiosamples	false	http://github.com/253627764/cocostudiosamples
ghostisbaked/android_device_samsung_d2tmo	android device samsung d2tmo	false	http://github.com/ghostisbaked/android_device_samsung_d2tmo
travis4all/capri	capri	false	http://github.com/travis4all/capri
davisford/cpputest	cpputest	false	http://github.com/davisford/cpputest
srinivasanmozzapp/sampleapp	sampleapp	false	http://github.com/srinivasanmozzapp/sampleapp
appsido/klnoteviewcontroller	klnoteviewcontroller	false	http://github.com/appsido/klnoteviewcontroller
venator85/android-calendarview	android calendarview	false	http://github.com/venator85/android-calendarview
kearnh/vim-easymotion	vim easymotion	True	http://github.com/kearnh/vim-easymotion
viktorsantiago/uoc_templates	uoc templates	false	http://github.com/viktorsantiago/uoc_templates
amitesh/devise_suspendable	devise suspendable	false	http://github.com/amitesh/devise_suspendable
invano/xposed-disable_samsung_missedevent_widget	xposed disable samsung missedevent widget	false	http://github.com/invano/xposed-disable_samsung_missedevent_widget
ravisher34/imagemenu	imagemenu	false	http://github.com/ravisher34/imagemenu
roman5566/kernel_samsung_sghi717	kernel samsung sghi 	false	http://github.com/roman5566/kernel_samsung_sghi717
chovik/smartlib-wp7	smartlib wp7	false	http://github.com/chovik/smartlib-wp7
