is_data_statistics,repo,terms,url
True,raajarshi/sample_app,sample app,http://github.com/raajarshi/sample_app
True,sofadesign/rails-nginx-passenger-ubuntu,rails nginx passenger ubuntu,http://github.com/sofadesign/rails-nginx-passenger-ubuntu
True,bywang/c_plus_plus_practice,c plus plus practice,http://github.com/bywang/c_plus_plus_practice
True,rmuktader/zf-stand-alone-form-with-composite-element,zf stand alone form with composite element,http://github.com/rmuktader/zf-stand-alone-form-with-composite-element
True,sashahart/gitworkshop,gitworkshop,http://github.com/sashahart/gitworkshop
True,deepish/struts,struts,http://github.com/deepish/struts
True,rocklau/product-purchase-example,product purchase example,http://github.com/rocklau/product-purchase-example
True,tvalladon/nags-php-mud,nags php mud,http://github.com/tvalladon/nags-php-mud
True,ownaginatious/lz-string-java,lz string java,http://github.com/ownaginatious/lz-string-java
True,mktakuya/fabric-sample,fabric sample,http://github.com/mktakuya/fabric-sample
True,coryhouse/dependencyinjectionexample,dependencyinjectionexample,http://github.com/coryhouse/dependencyinjectionexample
True,trecchia/impactplusplus,impactplusplus,http://github.com/trecchia/impactplusplus
True,raphaelkimmig/gnome-presentation-mode,gnome presentation mode,http://github.com/raphaelkimmig/gnome-presentation-mode
True,nerionx/ticketmanager,ticketmanager,http://github.com/nerionx/ticketmanager
True,ssundoll/cocos2d-examples,cocos2d examples,http://github.com/ssundoll/cocos2d-examples
True,silverorange/mpoauth,mpoauth,http://github.com/silverorange/mpoauth
True,tejastank/incubator-cordova-android,incubator cordova android,http://github.com/tejastank/incubator-cordova-android
True,jbenzshawel/sample_app,sample app,http://github.com/jbenzshawel/sample_app
True,yujipeng/messagequeue,messagequeue,http://github.com/yujipeng/messagequeue
True,kellyfelkins/paperclip,paperclip,http://github.com/kellyfelkins/paperclip
True,pawannetrakanti/usercode,usercode,http://github.com/pawannetrakanti/usercode
True,bigbadhacker/api-standards,api standards,http://github.com/bigbadhacker/api-standards
True,valeriyvan/missingyandexlocatorapiiosexample,missingyandexlocatorapiiosexample,http://github.com/valeriyvan/missingyandexlocatorapiiosexample
True,arunagw/cassandra_object,cassandra object,http://github.com/arunagw/cassandra_object
True,stephanemaz/chrome-app-samples,chrome app samples,http://github.com/stephanemaz/chrome-app-samples
True,joshuashire/nss-pam-ldapd,nss pam ldapd,http://github.com/joshuashire/nss-pam-ldapd
True,juan8/primerrepositoriodejuan,primerrepositoriodejuan,http://github.com/juan8/primerrepositoriodejuan
True,robmarano/hackerati-day2-samplecode,hackerati day2 samplecode,http://github.com/robmarano/hackerati-day2-samplecode
True,substantial/omniauth-twitter-access-token,omniauth twitter access token,http://github.com/substantial/omniauth-twitter-access-token
True,tspaulino/taskmanager,taskmanager,http://github.com/tspaulino/taskmanager
True,sonofjack3/evan-sample,evan sample,http://github.com/sonofjack3/evan-sample
True,mbilwar/jquery-simple-datetimepicker,jquery simple datetimepicker,http://github.com/mbilwar/jquery-simple-datetimepicker
True,vks007/sample_app,sample app,http://github.com/vks007/sample_app
True,mattketmo/symfony-standard,symfony standard,http://github.com/mattketmo/symfony-standard
True,zhaoning/sas_utils,sas utils,http://github.com/zhaoning/sas_utils
True,dcollins991/milenage,milenage,http://github.com/dcollins991/milenage
True,ryangibbo/newsys---news-management,newsys   news management,http://github.com/ryangibbo/newsys---news-management
True,amon365/responsejs,responsejs,http://github.com/amon365/responsejs
True,jordanisip/static-rack-sass,static rack sass,http://github.com/jordanisip/static-rack-sass
True,socram8888/fe,fe,http://github.com/socram8888/fe
True,chelsea76/sample,sample,http://github.com/chelsea76/sample
True,splatter/sample_app,sample app,http://github.com/splatter/sample_app
True,guilhermesteves/mezzanine-themes,mezzanine themes,http://github.com/guilhermesteves/mezzanine-themes
True,buivanhon/sqlite-manager,sqlite manager,http://github.com/buivanhon/sqlite-manager
True,fire-dragon-dol/sass,sass,http://github.com/fire-dragon-dol/sass
True,ebostijancic/workflow-java8-samples,workflow java8 samples,http://github.com/ebostijancic/workflow-java8-samples
True,jbestanislao/openddr-java,openddr java,http://github.com/jbestanislao/openddr-java
True,gnu-user/leak-research,leak research,http://github.com/gnu-user/leak-research
True,keshavkuruva/spreadsheet_usage,spreadsheet usage,http://github.com/keshavkuruva/spreadsheet_usage
True,juliocesar/sydjs-backbonejs-preso,sydjs backbonejs preso,http://github.com/juliocesar/sydjs-backbonejs-preso
True,dmashal/mate-file-manager-sendto,mate file manager sendto,http://github.com/dmashal/mate-file-manager-sendto
True,screws0ft/unity-webapp-example,unity webapp example,http://github.com/screws0ft/unity-webapp-example
True,danielrsmith/danielrs-example,danielrs example,http://github.com/danielrsmith/danielrs-example
True,hariom2/octo_example,octo example,http://github.com/hariom2/octo_example
True,j-hannes/snap-examples,snap examples,http://github.com/j-hannes/snap-examples
True,javathahut/assignment3example,assignment3example,http://github.com/javathahut/assignment3example
True,bb-ricardo/pnp4nagios,pnp4nagios,http://github.com/bb-ricardo/pnp4nagios
True,ahajirnis/hadoop-examples,hadoop examples,http://github.com/ahajirnis/hadoop-examples
True,flashxing/docmanager-1,docmanager 1,http://github.com/flashxing/docmanager-1
True,leadsplus/paper_trail,paper trail,http://github.com/leadsplus/paper_trail
True,julianpeeters/asm-example,asm example,http://github.com/julianpeeters/asm-example
True,jrparish/bootstrap-datepicker,bootstrap datepicker,http://github.com/jrparish/bootstrap-datepicker
True,goldensilver/sample_app,sample app,http://github.com/goldensilver/sample_app
True,vlashed/sample_app,sample app,http://github.com/vlashed/sample_app
True,ramontayag/easy_class_to_instance_method,easy class to instance method,http://github.com/ramontayag/easy_class_to_instance_method
True,uni-konstanz/owncloud-apps,owncloud apps,http://github.com/uni-konstanz/owncloud-apps
True,kdayton-/python-websocket-example,python websocket example,http://github.com/kdayton-/python-websocket-example
True,raoiitkgp/cdh-twitter-example,cdh twitter example,http://github.com/raoiitkgp/cdh-twitter-example
True,nashinomi/dtp-design_samples,dtp design samples,http://github.com/nashinomi/dtp-design_samples
True,bastinrobin/node.js-samples,node js samples,http://github.com/bastinrobin/node.js-samples
True,magnushs/ifp,ifp,http://github.com/magnushs/ifp
True,dengjiuhong/uzoneapiclientexample,uzoneapiclientexample,http://github.com/dengjiuhong/uzoneapiclientexample
True,gsaly/sample_app,sample app,http://github.com/gsaly/sample_app
True,leeprovoost/dropwizard-example,dropwizard example,http://github.com/leeprovoost/dropwizard-example
True,diablouma/sample_app,sample app,http://github.com/diablouma/sample_app
True,kokakiwi/epitech.grade-generator,epitech grade generator,http://github.com/kokakiwi/epitech.grade-generator
True,dghijben/node-remote_mongo-example,node remote mongo example,http://github.com/dghijben/node-remote_mongo-example
True,adriangrigore/underscore.string,underscore string,http://github.com/adriangrigore/underscore.string
True,itsamy003/example,example,http://github.com/itsamy003/example
True,adynetro/sass,sass,http://github.com/adynetro/sass
True,efenuk/explore_california,explore california,http://github.com/efenuk/explore_california
True,natehershey/braintreejs-rails,braintreejs rails,http://github.com/natehershey/braintreejs-rails
True,feiskyer/scrapy-examples,scrapy examples,http://github.com/feiskyer/scrapy-examples
True,sash6589/huffman,huffman,http://github.com/sash6589/huffman
True,plotly/electricimp-streaming,electricimp streaming,http://github.com/plotly/electricimp-streaming
True,raymontag/kppy,kppy,http://github.com/raymontag/kppy
True,professionalherokuprogramming/ch5-managing-configuration-variables,ch5 managing configuration variables,http://github.com/professionalherokuprogramming/ch5-managing-configuration-variables
True,shermes641/braintreesubscriptions,braintreesubscriptions,http://github.com/shermes641/braintreesubscriptions
True,godin/sonar-examples,sonar examples,http://github.com/godin/sonar-examples
True,dnomyard/sample_app,sample app,http://github.com/dnomyard/sample_app
True,orangeudav/streamio-ffmpeg,streamio ffmpeg,http://github.com/orangeudav/streamio-ffmpeg
True,msjulia/golden-grid-system,golden grid system,http://github.com/msjulia/golden-grid-system
True,skipperbent/bedspawncompassfix,bedspawncompassfix,http://github.com/skipperbent/bedspawncompassfix
True,annamalainagappan/projects,projects,http://github.com/annamalainagappan/projects
True,orangemug/superstore-sync,superstore sync,http://github.com/orangemug/superstore-sync
True,masinosinaga/osticket-1.7,osticket 1 7,http://github.com/masinosinaga/osticket-1.7
True,kajlund/explore_california,explore california,http://github.com/kajlund/explore_california
True,angel42497/angel-sample-code,angel sample code,http://github.com/angel42497/angel-sample-code
True,sjoller/mjj_filemanager,mjj filemanager,http://github.com/sjoller/mjj_filemanager
True,hanskindberg-net/hanskindberg-structuremap-samples,hanskindberg structuremap samples,http://github.com/hanskindberg-net/hanskindberg-structuremap-samples
True,benoitletondor/savethepig2,savethepig2,http://github.com/benoitletondor/savethepig2
True,mckuzmich/facebooksample,facebooksample,http://github.com/mckuzmich/facebooksample
True,quepresasprod/download-notorious-mobi-ebook-sales,download notorious mobi ebook sales,http://github.com/quepresasprod/download-notorious-mobi-ebook-sales
True,consultant3rdparty/examplecode,examplecode,http://github.com/consultant3rdparty/examplecode
True,suzukiyushin/uart_monaka_sample,uart monaka sample,http://github.com/suzukiyushin/uart_monaka_sample
True,saschagottfried/pyramid_cookbook,pyramid cookbook,http://github.com/saschagottfried/pyramid_cookbook
True,marwen22/hollagram-html5-requirejs,hollagram html5 requirejs,http://github.com/marwen22/hollagram-html5-requirejs
True,mlepinay/try_git,try git,http://github.com/mlepinay/try_git
True,prospero2/budapest-startup,budapest startup,http://github.com/prospero2/budapest-startup
True,desaisagar/lelesys.flowexample,lelesys flowexample,http://github.com/desaisagar/lelesys.flowexample
True,leinakesi/nodejs,nodejs,http://github.com/leinakesi/nodejs
True,kmmk42000/wcf-rest-json-examples,wcf rest json examples,http://github.com/kmmk42000/wcf-rest-json-examples
True,shunshunke/sample,sample,http://github.com/shunshunke/sample
True,daves125125/locationlistandroid,locationlistandroid,http://github.com/daves125125/locationlistandroid
True,ams340/oldsample_app,oldsample app,http://github.com/ams340/oldsample_app
True,rafaelfranco/blog_samples,blog samples,http://github.com/rafaelfranco/blog_samples
True,endu80/sample_app,sample app,http://github.com/endu80/sample_app
True,adamxlowe/sample_app,sample app,http://github.com/adamxlowe/sample_app
True,richardny2014/libphonenumber-example,libphonenumber example,http://github.com/richardny2014/libphonenumber-example
True,dapig5566/linuxkernel,linuxkernel,http://github.com/dapig5566/linuxkernel
True,h3nr1x/project-euler-solved-problems,project euler solved problems,http://github.com/h3nr1x/project-euler-solved-problems
True,dineshkummarc/examples,examples,http://github.com/dineshkummarc/examples
True,stephenlang/duplicity-manager,duplicity manager,http://github.com/stephenlang/duplicity-manager
True,brunoborges/javaee7-sample,javaee7 sample,http://github.com/brunoborges/javaee7-sample
True,aussiegeek/box-ubuntu12.04-nodejs0.10,box ubuntu    nodejs0  ,http://github.com/aussiegeek/box-ubuntu12.04-nodejs0.10
True,techuette/dbmanager,dbmanager,http://github.com/techuette/dbmanager
True,yeldars/blog-samples,blog samples,http://github.com/yeldars/blog-samples
True,sumanboss/adaptivepayments-sdk-ruby,adaptivepayments sdk ruby,http://github.com/sumanboss/adaptivepayments-sdk-ruby
True,carlosvidor/javasamples,javasamples,http://github.com/carlosvidor/javasamples
True,davisnt/codesamples,codesamples,http://github.com/davisnt/codesamples
True,coreystruble/nodejs_sample,nodejs sample,http://github.com/coreystruble/nodejs_sample
True,kentat/project_euler,project euler,http://github.com/kentat/project_euler
True,nayefmuhiar/cloudantherokuexample,cloudantherokuexample,http://github.com/nayefmuhiar/cloudantherokuexample
True,bridgitimate/sample_app,sample app,http://github.com/bridgitimate/sample_app
True,gnatih/sample,sample,http://github.com/gnatih/sample
True,apetrovskiy/ninjectsamples,ninjectsamples,http://github.com/apetrovskiy/ninjectsamples
True,whitepixel/test,test,http://github.com/whitepixel/test
True,baitongjinx/pushnotificationsample30,pushnotificationsample ,http://github.com/baitongjinx/pushnotificationsample30
True,dprimeresearch/proof-of-process,proof of process,http://github.com/dprimeresearch/proof-of-process
True,julianrojas87/b2bua,b2bua,http://github.com/julianrojas87/b2bua
True,gaiyangjun/filemanager,filemanager,http://github.com/gaiyangjun/filemanager
True,magibeg/sample_app3,sample app3,http://github.com/magibeg/sample_app3
True,liuming365365/examples,examples,http://github.com/liuming365365/examples
True,asmasa/spine_sample,spine sample,http://github.com/asmasa/spine_sample
True,cloudmetal/dlcimagepickercontroller,dlcimagepickercontroller,http://github.com/cloudmetal/dlcimagepickercontroller
True,dkichler/wamplay,wamplay,http://github.com/dkichler/wamplay
True,mrpink/nagios-twitter-notifier,nagios twitter notifier,http://github.com/mrpink/nagios-twitter-notifier
True,choni/gnucashmobile,gnucashmobile,http://github.com/choni/gnucashmobile
True,burnst100/device_htc_vigor-backup,device htc vigor backup,http://github.com/burnst100/device_htc_vigor-backup
True,igorw/zguide,zguide,http://github.com/igorw/zguide
True,exsemt/table_go_example,table go example,http://github.com/exsemt/table_go_example
True,constantcontact/ruby-sdk,ruby sdk,http://github.com/constantcontact/ruby-sdk
True,stanislavkrsv/jouele,jouele,http://github.com/stanislavkrsv/jouele
True,herculeseduardo/snodejs,snodejs,http://github.com/herculeseduardo/snodejs
True,ruisebastiao/epsonmanager,epsonmanager,http://github.com/ruisebastiao/epsonmanager
True,thomasturnbull/securecodingexample,securecodingexample,http://github.com/thomasturnbull/securecodingexample
True,julianduque/nodejs-clouds-talk,nodejs clouds talk,http://github.com/julianduque/nodejs-clouds-talk
True,zaratine/sample_app,sample app,http://github.com/zaratine/sample_app
True,dejanfajfar/requirejs,requirejs,http://github.com/dejanfajfar/requirejs
True,digorithm/popline,popline,http://github.com/digorithm/popline
True,misamplus/droidpersiancalendar,droidpersiancalendar,http://github.com/misamplus/droidpersiancalendar
True,mohannad-abwah/androidlecture2,androidlecture2,http://github.com/mohannad-abwah/androidlecture2
True,mvanger/solr-rails-3.2-example,solr rails 3 2 example,http://github.com/mvanger/solr-rails-3.2-example
True,servermanager/framework,framework,http://github.com/servermanager/framework
True,avishayp/mccdaqsampler,mccdaqsampler,http://github.com/avishayp/mccdaqsampler
True,thorbenlindhauer/activiti-engine-ppi-example,activiti engine ppi example,http://github.com/thorbenlindhauer/activiti-engine-ppi-example
True,lstanczak/my-4clojure-solutions,my 4clojure solutions,http://github.com/lstanczak/my-4clojure-solutions
True,ddknapik/sample_app,sample app,http://github.com/ddknapik/sample_app
True,mpawel/biblioteczka-kodow,biblioteczka kodow,http://github.com/mpawel/biblioteczka-kodow
True,briangerard/bash_examples,bash examples,http://github.com/briangerard/bash_examples
True,ludwigheymbeeck/cordova-api-explorer,cordova api explorer,http://github.com/ludwigheymbeeck/cordova-api-explorer
True,leaflashdev/nagaar,nagaar,http://github.com/leaflashdev/nagaar
True,minhquy87tb/fig-standards,fig standards,http://github.com/minhquy87tb/fig-standards
True,drudge/snipmate-nodejs,snipmate nodejs,http://github.com/drudge/snipmate-nodejs
True,sitedesignusa/wp-maintenance-mode,wp maintenance mode,http://github.com/sitedesignusa/wp-maintenance-mode
True,wonderlabstownchen/phone,phone,http://github.com/wonderlabstownchen/phone
True,greatadrian/projecteuler,projecteuler,http://github.com/greatadrian/projecteuler
True,julianohsf/horariofacil,horariofacil,http://github.com/julianohsf/horariofacil
True,deepak-sakure/sample2,sample2,http://github.com/deepak-sakure/sample2
True,arvelt/directx9-texturesample,directx9 texturesample,http://github.com/arvelt/directx9-texturesample
True,dapengme/epiceditor,epiceditor,http://github.com/dapengme/epiceditor
True,ufirstgroup/magento_googletagmanager,magento googletagmanager,http://github.com/ufirstgroup/magento_googletagmanager
True,lukaszgrolik/sass-rhythm,sass rhythm,http://github.com/lukaszgrolik/sass-rhythm
True,filipjapan/citrus-engine-examples,citrus engine examples,http://github.com/filipjapan/citrus-engine-examples
True,jordischut/opencart-pakket,opencart pakket,http://github.com/jordischut/opencart-pakket
True,instance01/drakonnasmaze,drakonnasmaze,http://github.com/instance01/drakonnasmaze
True,rusko248/openmesh_example,openmesh example,http://github.com/rusko248/openmesh_example
True,tristanlins/contao-core,contao core,http://github.com/tristanlins/contao-core
True,ctapbiumabp/grunt-contrib-sass,grunt contrib sass,http://github.com/ctapbiumabp/grunt-contrib-sass
True,kazikeder/sample,sample,http://github.com/kazikeder/sample
True,jeevanpawar/jeevan,jeevan,http://github.com/jeevanpawar/jeevan
True,shinkira/mymatlab,mymatlab,http://github.com/shinkira/mymatlab
True,shivank101/sample_app,sample app,http://github.com/shivank101/sample_app
True,aenain/biathlon-simulation,biathlon simulation,http://github.com/aenain/biathlon-simulation
True,cdesch/bghudappkit,bghudappkit,http://github.com/cdesch/bghudappkit
True,yashi100/datepickertest,datepickertest,http://github.com/yashi100/datepickertest
True,keithbarrydavis/pybitmessage,pybitmessage,http://github.com/keithbarrydavis/pybitmessage
True,computorist/daemon-spawn,daemon spawn,http://github.com/computorist/daemon-spawn
True,gedzis/ajaxmanager,ajaxmanager,http://github.com/gedzis/ajaxmanager
True,zbage/weixin_example,weixin example,http://github.com/zbage/weixin_example
True,duke-compsci308-fall2013/example_browser,example browser,http://github.com/duke-compsci308-fall2013/example_browser
True,ardjanvanderlinden/crowdsimulationtue,crowdsimulationtue,http://github.com/ardjanvanderlinden/crowdsimulationtue
True,dashed/gulp-istanbul,gulp istanbul,http://github.com/dashed/gulp-istanbul
True,vatezlo/sample_app2,sample app2,http://github.com/vatezlo/sample_app2
True,tonykeng/sample_app,sample app,http://github.com/tonykeng/sample_app
True,igorkulman/talk-mff-2013,talk mff  ,http://github.com/igorkulman/talk-mff-2013
True,marcosisocram/consumo-app,consumo app,http://github.com/marcosisocram/consumo-app
True,znakzorro/picasaswiper,picasaswiper,http://github.com/znakzorro/picasaswiper
True,code4app/sharecenterexample,sharecenterexample,http://github.com/code4app/sharecenterexample
True,danielkitta/sigrok-firmware,sigrok firmware,http://github.com/danielkitta/sigrok-firmware
True,havana59er/sample_app,sample app,http://github.com/havana59er/sample_app
True,cdeil/simplejson,simplejson,http://github.com/cdeil/simplejson
True,example42/puppet-tomcat,puppet tomcat,http://github.com/example42/puppet-tomcat
True,dyemane/restangular,restangular,http://github.com/dyemane/restangular
True,guilhermeslk/scienciajs,scienciajs,http://github.com/guilhermeslk/scienciajs
True,followyourheart/scikit-learn,scikit learn,http://github.com/followyourheart/scikit-learn
True,jonasspott/boilerplate.sass,boilerplate sass,http://github.com/jonasspott/boilerplate.sass
True,stanislavfeldman/compressinja,compressinja,http://github.com/stanislavfeldman/compressinja
True,mark-vieira/spot-manager,spot manager,http://github.com/mark-vieira/spot-manager
True,andrewevansmith/euler,euler,http://github.com/andrewevansmith/euler
True,sasukepain/aeroquad,aeroquad,http://github.com/sasukepain/aeroquad
True,clhodapp/mac-bl,mac bl,http://github.com/clhodapp/mac-bl
True,dragon1st/standards-and-practices,standards and practices,http://github.com/dragon1st/standards-and-practices
True,pawni/habitrpg,habitrpg,http://github.com/pawni/habitrpg
True,jaoki/oozie-plugin-example,oozie plugin example,http://github.com/jaoki/oozie-plugin-example
True,davechang92/originalslickout,originalslickout,http://github.com/davechang92/originalslickout
True,simonwillcock/projecteuler,projecteuler,http://github.com/simonwillcock/projecteuler
True,netmanagers/puppet-msmtp,puppet msmtp,http://github.com/netmanagers/puppet-msmtp
True,ajgraham/gituseexample,gituseexample,http://github.com/ajgraham/gituseexample
True,cavy/sample_app,sample app,http://github.com/cavy/sample_app
True,poftwaresatent/stanford_wbc_msvc9,stanford wbc msvc9,http://github.com/poftwaresatent/stanford_wbc_msvc9
True,intrepidd/zia-okapi,zia okapi,http://github.com/intrepidd/zia-okapi
True,nsmader/fantasy-manager-bot,fantasy manager bot,http://github.com/nsmader/fantasy-manager-bot
True,snowuly/modulejs,modulejs,http://github.com/snowuly/modulejs
True,normancapule/bootstrap-datepicker,bootstrap datepicker,http://github.com/normancapule/bootstrap-datepicker
True,ghosy/linksplus,linksplus,http://github.com/ghosy/linksplus
True,ldark/blog-class-example,blog class example,http://github.com/ldark/blog-class-example
True,glebm/bootstrap-timepicker,bootstrap timepicker,http://github.com/glebm/bootstrap-timepicker
True,moltra/django-fiber-example,django fiber example,http://github.com/moltra/django-fiber-example
True,k4733294/elearnpartoffilemnager,elearnpartoffilemnager,http://github.com/k4733294/elearnpartoffilemnager
True,sorisum/androidfacebooksample,androidfacebooksample,http://github.com/sorisum/androidfacebooksample
True,aziz5400/bootstrap-datetimepicker,bootstrap datetimepicker,http://github.com/aziz5400/bootstrap-datetimepicker
True,prilia/spring-amqp-samples,spring amqp samples,http://github.com/prilia/spring-amqp-samples
True,tuler/aws-elasticache-memcached-session-manager,aws elasticache memcached session manager,http://github.com/tuler/aws-elasticache-memcached-session-manager
True,maxanier/androidlibrary,androidlibrary,http://github.com/maxanier/androidlibrary
True,rabcrom/ensage-scripts,ensage scripts,http://github.com/rabcrom/ensage-scripts
True,liudejian/zk-manager,zk manager,http://github.com/liudejian/zk-manager
True,codeappetizer/projecteuler,projecteuler,http://github.com/codeappetizer/projecteuler
True,fishnix/karafsampleshellcmds,karafsampleshellcmds,http://github.com/fishnix/karafsampleshellcmds
True,takashiyamazaki/ec2manage,ec2manage,http://github.com/takashiyamazaki/ec2manage
True,maplethorpe/mini-k,mini k,http://github.com/maplethorpe/mini-k
True,jaepilcyan/doctrinemongoodmmodule,doctrinemongoodmmodule,http://github.com/jaepilcyan/doctrinemongoodmmodule
True,desmondmcnamee/sample_app,sample app,http://github.com/desmondmcnamee/sample_app
True,flashpixx/matlabwikipedia,matlabwikipedia,http://github.com/flashpixx/matlabwikipedia
True,kappa-org/filemanager,filemanager,http://github.com/kappa-org/filemanager
True,kylev35/stanfordspot,stanfordspot,http://github.com/kylev35/stanfordspot
True,zqiangsun/studentsmanagement,studentsmanagement,http://github.com/zqiangsun/studentsmanagement
True,tarlen/sample_app,sample app,http://github.com/tarlen/sample_app
True,sashwati/hello122,hello ,http://github.com/sashwati/hello122
True,jenyayel/bootstrap-daterangepicker,bootstrap daterangepicker,http://github.com/jenyayel/bootstrap-daterangepicker
True,tinagui/band-base,band base,http://github.com/tinagui/band-base
True,emacsmirror/gnus-highlight,gnus highlight,http://github.com/emacsmirror/gnus-highlight
True,aldaris/irc-logmanager,irc logmanager,http://github.com/aldaris/irc-logmanager
True,konstantin-komelin/drupal-with-nginx,drupal with nginx,http://github.com/konstantin-komelin/drupal-with-nginx
True,nmathewson/libevent,libevent,http://github.com/nmathewson/libevent
True,marcovzla/stanford-corenlp-python,stanford corenlp python,http://github.com/marcovzla/stanford-corenlp-python
True,gdamron/accelexplore,accelexplore,http://github.com/gdamron/accelexplore
True,e-spirit/knowledgebase---simpleexecutableexample,knowledgebase   simpleexecutableexample,http://github.com/e-spirit/knowledgebase---simpleexecutableexample
True,jeetak47/cascades-samples,cascades samples,http://github.com/jeetak47/cascades-samples
True,braggb01/instagram-on-rails-sample,instagram on rails sample,http://github.com/braggb01/instagram-on-rails-sample
True,arunreddy/sample_app,sample app,http://github.com/arunreddy/sample_app
True,internetexplorer/web-platform-tests,web platform tests,http://github.com/internetexplorer/web-platform-tests
True,episodes/imagebrowser,imagebrowser,http://github.com/episodes/imagebrowser
True,thatgirlcancode/ng-bs-daterangepicker,ng bs daterangepicker,http://github.com/thatgirlcancode/ng-bs-daterangepicker
True,bdyaniv/code_samples,code samples,http://github.com/bdyaniv/code_samples
True,tehnuge/sample_app,sample app,http://github.com/tehnuge/sample_app
True,vstemamelialovel/ruby-sample-app,ruby sample app,http://github.com/vstemamelialovel/ruby-sample-app
True,weefbellington/droidvalidate-examples,droidvalidate examples,http://github.com/weefbellington/droidvalidate-examples
True,prash-singla/sampleapp,sampleapp,http://github.com/prash-singla/sampleapp
True,stuarthalloway/ruby-net-ldap,ruby net ldap,http://github.com/stuarthalloway/ruby-net-ldap
True,madhavyanamala/timemanagement,timemanagement,http://github.com/madhavyanamala/timemanagement
True,bchristie/aspnetidentitysample,aspnetidentitysample,http://github.com/bchristie/aspnetidentitysample
True,ejschmitt/getty_up,getty up,http://github.com/ejschmitt/getty_up
True,ciaobello/example,example,http://github.com/ciaobello/example
True,danielmj/parsejsarray,parsejsarray,http://github.com/danielmj/parsejsarray
True,cedar007/faultmanage,faultmanage,http://github.com/cedar007/faultmanage
True,rkino/making-things-see-examples,making things see examples,http://github.com/rkino/making-things-see-examples
True,stronnag/mwptools,mwptools,http://github.com/stronnag/mwptools
True,lokesh1/sample_app1,sample app1,http://github.com/lokesh1/sample_app1
True,flippa/pp-adaptive,pp adaptive,http://github.com/flippa/pp-adaptive
True,phpoole/plugin-sample,plugin sample,http://github.com/phpoole/plugin-sample
True,mzagar/approvals-example,approvals example,http://github.com/mzagar/approvals-example
True,noahblon/penner-sass,penner sass,http://github.com/noahblon/penner-sass
True,jszumski/uimenucontroller-example,uimenucontroller example,http://github.com/jszumski/uimenucontroller-example
True,sidonath/sass,sass,http://github.com/sidonath/sass
True,terr0/sass,sass,http://github.com/terr0/sass
True,qingmai/cascades-samples,cascades samples,http://github.com/qingmai/cascades-samples
True,nasharnitsa/libsemanage,libsemanage,http://github.com/nasharnitsa/libsemanage
True,nicodumdum/flatstrap-sample,flatstrap sample,http://github.com/nicodumdum/flatstrap-sample
True,macintoshplus/xml-print-model-creator,xml print model creator,http://github.com/macintoshplus/xml-print-model-creator
True,jzornes/activerecord-sybase-adapter,activerecord sybase adapter,http://github.com/jzornes/activerecord-sybase-adapter
True,djacobs/substance,substance,http://github.com/djacobs/substance
True,deanbarrow/adb-file-explorer,adb file explorer,http://github.com/deanbarrow/adb-file-explorer
True,leadsplus/acts_as_api,acts as api,http://github.com/leadsplus/acts_as_api
True,bldrake/yellowjacket.github.io,yellowjacket github io,http://github.com/bldrake/yellowjacket.github.io
True,00savethepandas/backbonetutorials,backbonetutorials,http://github.com/00savethepandas/backbonetutorials
True,nishantcbse/pgb-example-camera,pgb example camera,http://github.com/nishantcbse/pgb-example-camera
True,ieswxia/removepie,removepie,http://github.com/ieswxia/removepie
True,deepikanarayanaswamy/firstgit,firstgit,http://github.com/deepikanarayanaswamy/firstgit
True,tdkeepings/snookercoachingapplication,snookercoachingapplication,http://github.com/tdkeepings/snookercoachingapplication
True,rlabatt/hwh_control,hwh control,http://github.com/rlabatt/hwh_control
True,gregwebs/jquery.ui.datetimepicker,jquery ui datetimepicker,http://github.com/gregwebs/jquery.ui.datetimepicker
True,veneredinotte/matlab,matlab,http://github.com/veneredinotte/matlab
True,olivierlambert/node-nagios-parser,node nagios parser,http://github.com/olivierlambert/node-nagios-parser
True,pirocaman/sample_app,sample app,http://github.com/pirocaman/sample_app
True,epicopensource/signup,signup,http://github.com/epicopensource/signup
True,chentepixtol/cdr,cdr,http://github.com/chentepixtol/cdr
True,acsheller/sample-jpa-osgi,sample jpa osgi,http://github.com/acsheller/sample-jpa-osgi
True,jeevanpawar/student,student,http://github.com/jeevanpawar/student
True,shwars/leapvoxsample,leapvoxsample,http://github.com/shwars/leapvoxsample
True,robertmartinbc/sassycompass,sassycompass,http://github.com/robertmartinbc/sassycompass
True,rambocoder/cowboy_examples,cowboy examples,http://github.com/rambocoder/cowboy_examples
True,adepmahard/free-sam-gun-omnibus-ipod-format-prc-ebook-usage,free sam gun omnibus ipod format prc ebook usage,http://github.com/adepmahard/free-sam-gun-omnibus-ipod-format-prc-ebook-usage
True,kpiwko/snowdrop-examples,snowdrop examples,http://github.com/kpiwko/snowdrop-examples
True,lukasnormantas-awin/nodejs-simple-chat,nodejs simple chat,http://github.com/lukasnormantas-awin/nodejs-simple-chat
True,mattsimpson/assetmanager,assetmanager,http://github.com/mattsimpson/assetmanager
True,sasuke546/oj-server,oj server,http://github.com/sasuke546/oj-server
True,csauers/csce-315-team-project-1--relational-database-management-system--rdbms-,csce   team project 1  relational database management system  rdbms ,http://github.com/csauers/csce-315-team-project-1--relational-database-management-system--rdbms-
True,orangeman/twofishes,twofishes,http://github.com/orangeman/twofishes
True,frankbu/examples,examples,http://github.com/frankbu/examples
