is_editors,repo,terms,url
True,metamn/livingstyleguide-example,livingstyleguide example,http://github.com/metamn/livingstyleguide-example
True,bcasiello/.emacs.d, emacs d,http://github.com/bcasiello/.emacs.d
True,bsmr-ruby/travis-ci,travis ci,http://github.com/bsmr-ruby/travis-ci
True,austintaylor/vim-open,vim open,http://github.com/austintaylor/vim-open
True,vially/meteorjs-archlinux,meteorjs archlinux,http://github.com/vially/meteorjs-archlinux
True,davidfischer/pytoml,pytoml,http://github.com/davidfischer/pytoml
True,nanooq/twitter-bot,twitter bot,http://github.com/nanooq/twitter-bot
True,shane-git/sample-socket,sample socket,http://github.com/shane-git/sample-socket
True,ltbl/lineactivity,lineactivity,http://github.com/ltbl/lineactivity
True,stevica/nanobar,nanobar,http://github.com/stevica/nanobar
True,yoannyviquel/try_git,try git,http://github.com/yoannyviquel/try_git
True,danthorpe/dtcollectionviewalignedflowlayout,dtcollectionviewalignedflowlayout,http://github.com/danthorpe/dtcollectionviewalignedflowlayout
True,jamesmaxwell/servicestack,servicestack,http://github.com/jamesmaxwell/servicestack
True,marvindu94/siriproxy,siriproxy,http://github.com/marvindu94/siriproxy
True,davidwittman/rabbitmq-openstack,rabbitmq openstack,http://github.com/davidwittman/rabbitmq-openstack
True,kevib1/mvc_notes,mvc notes,http://github.com/kevib1/mvc_notes
True,jwhu1024/c-sample-code,c sample code,http://github.com/jwhu1024/c-sample-code
True,waikiwong/sample,sample,http://github.com/waikiwong/sample
True,tomcatgu/myactiviti,myactiviti,http://github.com/tomcatgu/myactiviti
True,iosandroiddev/bddynamicgridviewcontroller,bddynamicgridviewcontroller,http://github.com/iosandroiddev/bddynamicgridviewcontroller
True,joefiorini/rbenv-prompt,rbenv prompt,http://github.com/joefiorini/rbenv-prompt
True,dmburk/sample_app,sample app,http://github.com/dmburk/sample_app
True,joecos/sandbox,sandbox,http://github.com/joecos/sandbox
True,prometheusopensource/android_packages_services_telephony,android packages services telephony,http://github.com/prometheusopensource/android_packages_services_telephony
True,sam145/food_finder,food finder,http://github.com/sam145/food_finder
True,eddieajau/artof-content,artof content,http://github.com/eddieajau/artof-content
True,alexvillaro/pknativecontrols,pknativecontrols,http://github.com/alexvillaro/pknativecontrols
True,jlb/vim,vim,http://github.com/jlb/vim
True,deathcap/ndarray-upsample-epx,ndarray upsample epx,http://github.com/deathcap/ndarray-upsample-epx
True,arvindong/ace-2.6.35,ace 2 6  ,http://github.com/arvindong/ace-2.6.35
True,sanjeevindia/test,test,http://github.com/sanjeevindia/test
True,landof-david/dfeed,dfeed,http://github.com/landof-david/dfeed
True,kimptoc/travis-ci.github.com,travis ci github com,http://github.com/kimptoc/travis-ci.github.com
True,pivitptyltd/puppet-ldap,puppet ldap,http://github.com/pivitptyltd/puppet-ldap
True,gitpullgravity/cogscidemos,cogscidemos,http://github.com/gitpullgravity/cogscidemos
True,ravisutrave/test,test,http://github.com/ravisutrave/test
True,sumanvyj/yelp-review-classifier,yelp review classifier,http://github.com/sumanvyj/yelp-review-classifier
True,jread-usgs/itemservicecch,itemservicecch,http://github.com/jread-usgs/itemservicecch
True,winxuser/android_device_huawei_msm7x27-common,android device huawei msm7x  common,http://github.com/winxuser/android_device_huawei_msm7x27-common
True,ravigummadi/try_git,try git,http://github.com/ravigummadi/try_git
True,ivinnikov/mcom,mcom,http://github.com/ivinnikov/mcom
True,caotifsata/symantec-norton-antivirus-free-download,symantec norton antivirus free download,http://github.com/caotifsata/symantec-norton-antivirus-free-download
True,campdavid/io-2013-dart-codelab,io   dart codelab,http://github.com/campdavid/io-2013-dart-codelab
True,leonti/lights,lights,http://github.com/leonti/lights
True,vinaynandu/helloworld,helloworld,http://github.com/vinaynandu/helloworld
True,googlecloudplatform/bigquery-appengine-datastore-import-sample,bigquery appengine datastore import sample,http://github.com/googlecloudplatform/bigquery-appengine-datastore-import-sample
True,matalangilbert/vim-scripts,vim scripts,http://github.com/matalangilbert/vim-scripts
True,dudochkin-victor/ux-settings,ux settings,http://github.com/dudochkin-victor/ux-settings
True,sergiomleon/3dweb,3dweb,http://github.com/sergiomleon/3dweb
True,xaevir/finlin,finlin,http://github.com/xaevir/finlin
True,lexeek/front-end-developer-interview-questions,front end developer interview questions,http://github.com/lexeek/front-end-developer-interview-questions
True,mahsam/github-services,github services,http://github.com/mahsam/github-services
True,melanie-nguyen-mn/sample_app,sample app,http://github.com/melanie-nguyen-mn/sample_app
True,mrdavidlaing/pressupbox-development-boilerplate,pressupbox development boilerplate,http://github.com/mrdavidlaing/pressupbox-development-boilerplate
True,areai51/jarvis-hackathon,jarvis hackathon,http://github.com/areai51/jarvis-hackathon
True,tzicatl/p4a.videoembed,p4a videoembed,http://github.com/tzicatl/p4a.videoembed
True,crucialfelix/supercollider-package-for-sublime-text,supercollider package for sublime text,http://github.com/crucialfelix/supercollider-package-for-sublime-text
True,stephenprater/cocoa.vim,cocoa vim,http://github.com/stephenprater/cocoa.vim
True,micheleorsi/matteorenzi-app,matteorenzi app,http://github.com/micheleorsi/matteorenzi-app
True,jaimevaldivia/testjavarepo,testjavarepo,http://github.com/jaimevaldivia/testjavarepo
True,rurico/video.js,video js,http://github.com/rurico/video.js
True,peroon/voxel_editor,voxel editor,http://github.com/peroon/voxel_editor
True,jessamynsmith/mdn-tests,mdn tests,http://github.com/jessamynsmith/mdn-tests
True,pogoapp/ghost-services,ghost services,http://github.com/pogoapp/ghost-services
True,jrcutler/nanogps,nanogps,http://github.com/jrcutler/nanogps
True,viron11111/software-common,software common,http://github.com/viron11111/software-common
True,openandroidgit/licenseview,licenseview,http://github.com/openandroidgit/licenseview
True,kimeraradical/sample_app,sample app,http://github.com/kimeraradical/sample_app
True,lingling/sample_app,sample app,http://github.com/lingling/sample_app
True,visoft/rails,rails,http://github.com/visoft/rails
True,goranpavlovic/tvprogramapp,tvprogramapp,http://github.com/goranpavlovic/tvprogramapp
True,talkvip/workingdraft,workingdraft,http://github.com/talkvip/workingdraft
True,victorsigma/defector,defector,http://github.com/victorsigma/defector
True,viniciusss/programador.eti.br,programador eti br,http://github.com/viniciusss/programador.eti.br
True,ravidadhania/ravi,ravi,http://github.com/ravidadhania/ravi
True,davidtamez/cocoadesserts,cocoadesserts,http://github.com/davidtamez/cocoadesserts
True,emailatravi/tesseract-ios,tesseract ios,http://github.com/emailatravi/tesseract-ios
True,4gltemall/huawei-e3276-4g-lte-category-4-usb-surfstick-review,huawei e  4g lte category 4 usb surfstick review,http://github.com/4gltemall/huawei-e3276-4g-lte-category-4-usb-surfstick-review
True,emacsmirror/perlmod,perlmod,http://github.com/emacsmirror/perlmod
True,adamwroo/sampe,sampe,http://github.com/adamwroo/sampe
True,sophia31415/video.js,video js,http://github.com/sophia31415/video.js
True,stumpsyn/civicrm-css,civicrm css,http://github.com/stumpsyn/civicrm-css
True,tykkemand/devise,devise,http://github.com/tykkemand/devise
True,itpnyu/itp-form-review,itp form review,http://github.com/itpnyu/itp-form-review
True,tupo/sample_app,sample app,http://github.com/tupo/sample_app
True,pravinpatil3009/mediacloud,mediacloud,http://github.com/pravinpatil3009/mediacloud
True,pr0wler/gravitybox,gravitybox,http://github.com/pr0wler/gravitybox
True,gjsyme/sinatradevicesreader,sinatradevicesreader,http://github.com/gjsyme/sinatradevicesreader
True,emacsattic/mousymacro,mousymacro,http://github.com/emacsattic/mousymacro
True,qiailin/actionbarsherlock-gradle-sample,actionbarsherlock gradle sample,http://github.com/qiailin/actionbarsherlock-gradle-sample
True,vidyadhargl/phonegap-start,phonegap start,http://github.com/vidyadhargl/phonegap-start
True,muxukeikei/lazyevaluationsample,lazyevaluationsample,http://github.com/muxukeikei/lazyevaluationsample
True,deviousnull/gnome-shell-system-monitor-applet,gnome shell system monitor applet,http://github.com/deviousnull/gnome-shell-system-monitor-applet
True,quentinmit/avcvideo,avcvideo,http://github.com/quentinmit/avcvideo
True,daboe01/cptextview,cptextview,http://github.com/daboe01/cptextview
True,checimovic/project_euler,project euler,http://github.com/checimovic/project_euler
True,mybrand/andwebview,andwebview,http://github.com/mybrand/andwebview
True,gelliravi/react,react,http://github.com/gelliravi/react
True,pernod70/syno.phpnavigator,syno phpnavigator,http://github.com/pernod70/syno.phpnavigator
True,tmarion/visual-frame-works,visual frame works,http://github.com/tmarion/visual-frame-works
True,evilfaeton/active_model_serializers,active model serializers,http://github.com/evilfaeton/active_model_serializers
True,invinciblejha/nltk,nltk,http://github.com/invinciblejha/nltk
True,cmilne/uiviewflip,uiviewflip,http://github.com/cmilne/uiviewflip
True,eddo17/vimrc,vimrc,http://github.com/eddo17/vimrc
True,njbartlett/extensions2services,extensions2services,http://github.com/njbartlett/extensions2services
True,obbi89/minecraft-overviewer,minecraft overviewer,http://github.com/obbi89/minecraft-overviewer
True,xaviguardia/framework,framework,http://github.com/xaviguardia/framework
True,dirovi/tic,tic,http://github.com/dirovi/tic
True,nacht/viewcachechromeplugin,viewcachechromeplugin,http://github.com/nacht/viewcachechromeplugin
True,leonardoafa/android_frameworks_av,android frameworks av,http://github.com/leonardoafa/android_frameworks_av
True,smiklosovic/arquillian-smart-url,arquillian smart url,http://github.com/smiklosovic/arquillian-smart-url
True,robertsuhr/jedi,jedi,http://github.com/robertsuhr/jedi
True,lyq105/mypro,mypro,http://github.com/lyq105/mypro
True,joelongstreet/rolypoly,rolypoly,http://github.com/joelongstreet/rolypoly
True,dais-set/dais.ebank.services.pdf,dais ebank services pdf,http://github.com/dais-set/dais.ebank.services.pdf
True,p2/sublime-text-settings,sublime text settings,http://github.com/p2/sublime-text-settings
True,immobilienscout24/redline,redline,http://github.com/immobilienscout24/redline
True,mejedi/nginx,nginx,http://github.com/mejedi/nginx
True,codejoe/hello-world,hello world,http://github.com/codejoe/hello-world
True,davious/thinktecture.identityserver.v2,thinktecture identityserver v2,http://github.com/davious/thinktecture.identityserver.v2
True,karen-sch/gapvis,gapvis,http://github.com/karen-sch/gapvis
True,devinrhode2/computer-science-in-javascript,computer science in javascript,http://github.com/devinrhode2/computer-science-in-javascript
True,samilton/github,github,http://github.com/samilton/github
True,orcateam/device_samsung_d2vzw,device samsung d2vzw,http://github.com/orcateam/device_samsung_d2vzw
True,kirkchen/api-sample,api sample,http://github.com/kirkchen/api-sample
True,tbedi/toledoservice,toledoservice,http://github.com/tbedi/toledoservice
True,davialexandre/fetch,fetch,http://github.com/davialexandre/fetch
True,fairly/emacs.d,emacs d,http://github.com/fairly/emacs.d
True,alck11/sample_app,sample app,http://github.com/alck11/sample_app
True,urville/echoprint-codegen,echoprint codegen,http://github.com/urville/echoprint-codegen
True,ameetjagtiani/sample_app,sample app,http://github.com/ameetjagtiani/sample_app
True,davidrobbins/glasswakanda,glasswakanda,http://github.com/davidrobbins/glasswakanda
True,ravinath/xcodeutils,xcodeutils,http://github.com/ravinath/xcodeutils
True,diegordss/webservice---trabalho-3,webservice   trabalho 3,http://github.com/diegordss/webservice---trabalho-3
True,pawitp/android_device_samsung_i9082,android device samsung i ,http://github.com/pawitp/android_device_samsung_i9082
True,chenkaigithub/climageeditor,climageeditor,http://github.com/chenkaigithub/climageeditor
True,tlevine/licences,licences,http://github.com/tlevine/licences
True,hosamshahin/kineticjs-tips-and-tools,kineticjs tips and tools,http://github.com/hosamshahin/kineticjs-tips-and-tools
True,agilewallaby/vim-clojure-static,vim clojure static,http://github.com/agilewallaby/vim-clojure-static
True,sourcebits-nikhilvishnu/demorepository,demorepository,http://github.com/sourcebits-nikhilvishnu/demorepository
True,vipshop/cdh-sqoop,cdh sqoop,http://github.com/vipshop/cdh-sqoop
True,mdavis6890/dbman,dbman,http://github.com/mdavis6890/dbman
True,mpigelati/sample_driver,sample driver,http://github.com/mpigelati/sample_driver
True,zuf/maleorfemale,maleorfemale,http://github.com/zuf/maleorfemale
True,idulis/viajaralaindia,viajaralaindia,http://github.com/idulis/viajaralaindia
True,msching/btbreadcrumbview,btbreadcrumbview,http://github.com/msching/btbreadcrumbview
True,davidxv/graphchi-cpp,graphchi cpp,http://github.com/davidxv/graphchi-cpp
True,abruehl/environment,environment,http://github.com/abruehl/environment
True,daman2448/touchimageview,touchimageview,http://github.com/daman2448/touchimageview
True,vidtion/knsemimodalviewcontroller,knsemimodalviewcontroller,http://github.com/vidtion/knsemimodalviewcontroller
True,kevinfling/photoswipe,photoswipe,http://github.com/kevinfling/photoswipe
True,pseudo-/vinsert,vinsert,http://github.com/pseudo-/vinsert
True,joefazee/dfw,dfw,http://github.com/joefazee/dfw
True,javier-fileiv/openrepo,openrepo,http://github.com/javier-fileiv/openrepo
True,vinsf31/traduction-francaise-the-walking-dead-ep1-pc,traduction francaise the walking dead ep1 pc,http://github.com/vinsf31/traduction-francaise-the-walking-dead-ep1-pc
True,joker806/webbuilder_exteditor,webbuilder exteditor,http://github.com/joker806/webbuilder_exteditor
True,beezy420/device_crespo,device crespo,http://github.com/beezy420/device_crespo
True,davidrea/gitflow,gitflow,http://github.com/davidrea/gitflow
True,jcrisp/syncnotepad,syncnotepad,http://github.com/jcrisp/syncnotepad
True,josepuertas/provisiones,provisiones,http://github.com/josepuertas/provisiones
True,s1anden/spotifyreviews,spotifyreviews,http://github.com/s1anden/spotifyreviews
True,dvduvix/cvl11,cvl ,http://github.com/dvduvix/cvl11
True,justlaputa/emacs-snippets,emacs snippets,http://github.com/justlaputa/emacs-snippets
True,motioncasts/motioncasts-observing-events,motioncasts observing events,http://github.com/motioncasts/motioncasts-observing-events
True,vidible/acegwt,acegwt,http://github.com/vidible/acegwt
True,atomic-dev/pamphlet,pamphlet,http://github.com/atomic-dev/pamphlet
True,vivicreators/selfstarter,selfstarter,http://github.com/vivicreators/selfstarter
True,sama34/ougc-disable-guests,ougc disable guests,http://github.com/sama34/ougc-disable-guests
True,viert/yanpassword,yanpassword,http://github.com/viert/yanpassword
True,davidhusa/week-2,week 2,http://github.com/davidhusa/week-2
True,markymoon/ecslidingviewcontroller,ecslidingviewcontroller,http://github.com/markymoon/ecslidingviewcontroller
True,kazuoteramoto/vimtorrent,vimtorrent,http://github.com/kazuoteramoto/vimtorrent
True,bdwakefield/servicestack.examples,servicestack examples,http://github.com/bdwakefield/servicestack.examples
True,sinisterstuf/vimrc,vimrc,http://github.com/sinisterstuf/vimrc
True,a-belevich/minskcup,minskcup,http://github.com/a-belevich/minskcup
True,vim-scripts/mouse-toggle,mouse toggle,http://github.com/vim-scripts/mouse-toggle
True,myaskevich/turing,turing,http://github.com/myaskevich/turing
True,ericsavage/hellomap-navigation,hellomap navigation,http://github.com/ericsavage/hellomap-navigation
True,samwood2011/dark-future,dark future,http://github.com/samwood2011/dark-future
True,kitschpatrol/augmentvideo,augmentvideo,http://github.com/kitschpatrol/augmentvideo
True,metagen/vintauri,vintauri,http://github.com/metagen/vintauri
True,mbneedham/video-element-playbackrate-setter,video element playbackrate setter,http://github.com/mbneedham/video-element-playbackrate-setter
True,alexhanschke/rails-sample-app,rails sample app,http://github.com/alexhanschke/rails-sample-app
True,jkestr/vim-cucumber,vim cucumber,http://github.com/jkestr/vim-cucumber
True,theclabs/webworks-community-samples,webworks community samples,http://github.com/theclabs/webworks-community-samples
True,vilsafur/warehouse,warehouse,http://github.com/vilsafur/warehouse
True,ankye/dotvim,dotvim,http://github.com/ankye/dotvim
True,kanishka3000/tdavi_core,tdavi core,http://github.com/kanishka3000/tdavi_core
True,avi-levi/razorengine,razorengine,http://github.com/avi-levi/razorengine
True,groupdocs/groupdocs-sdk-samples-uitests,groupdocs sdk samples uitests,http://github.com/groupdocs/groupdocs-sdk-samples-uitests
True,tomdev2008/sscheckboxview,sscheckboxview,http://github.com/tomdev2008/sscheckboxview
True,paisleysam/sat1234,sat ,http://github.com/paisleysam/sat1234
True,slsamliu/levelsvg,levelsvg,http://github.com/slsamliu/levelsvg
True,joewalnes/esper-console,esper console,http://github.com/joewalnes/esper-console
True,acvignaud/a,a,http://github.com/acvignaud/a
True,djlambert/zendservice_flickr,zendservice flickr,http://github.com/djlambert/zendservice_flickr
True,antoniodesouza/sample-barcode-scanner,sample barcode scanner,http://github.com/antoniodesouza/sample-barcode-scanner
True,glavin001/icebear,icebear,http://github.com/glavin001/icebear
True,vimoor/jocsarrimats,jocsarrimats,http://github.com/vimoor/jocsarrimats
True,stevie-mayhew/react-bootstrap,react bootstrap,http://github.com/stevie-mayhew/react-bootstrap
True,matthisstenius/moviewall,moviewall,http://github.com/matthisstenius/moviewall
True,kodaxx/updated-goth-plugs,updated goth plugs,http://github.com/kodaxx/updated-goth-plugs
True,sigmavirus24/pip,pip,http://github.com/sigmavirus24/pip
True,sethvincent/localwiki.rb,localwiki rb,http://github.com/sethvincent/localwiki.rb
True,whdghks913/android_device_ef32k,android device ef k,http://github.com/whdghks913/android_device_ef32k
True,donson/vim-haml,vim haml,http://github.com/donson/vim-haml
True,vincentmckenzie/myteamproject,myteamproject,http://github.com/vincentmckenzie/myteamproject
True,govindsmenokee/academics,academics,http://github.com/govindsmenokee/academics
True,residentmeevil/stupid-table-plugin,stupid table plugin,http://github.com/residentmeevil/stupid-table-plugin
True,jflavell/sample.app,sample app,http://github.com/jflavell/sample.app
True,vinova/spine-cocos2dx-debugdraw,spine cocos2dx debugdraw,http://github.com/vinova/spine-cocos2dx-debugdraw
True,natviv/clustering-for-csi,clustering for csi,http://github.com/natviv/clustering-for-csi
True,sbelur/oauthapisampleinliftweb,oauthapisampleinliftweb,http://github.com/sbelur/oauthapisampleinliftweb
True,mochidev/mdsectionedtableview,mdsectionedtableview,http://github.com/mochidev/mdsectionedtableview
True,timpohladthomas/android_device_motorola_xt907-1,android device motorola xt  1,http://github.com/timpohladthomas/android_device_motorola_xt907-1
True,shingara/vimconfig,vimconfig,http://github.com/shingara/vimconfig
True,kongleong86/try_git,try git,http://github.com/kongleong86/try_git
True,artnez/environment,environment,http://github.com/artnez/environment
True,thismagpie/gpointing-device-settings,gpointing device settings,http://github.com/thismagpie/gpointing-device-settings
True,plee2012/vimux,vimux,http://github.com/plee2012/vimux
True,jeremyfo/sample_app,sample app,http://github.com/jeremyfo/sample_app
True,samdraz/projectgeneratorsimple,projectgeneratorsimple,http://github.com/samdraz/projectgeneratorsimple
True,kevinsproles/playground,playground,http://github.com/kevinsproles/playground
True,tmtk75/puppet-virtualbox,puppet virtualbox,http://github.com/tmtk75/puppet-virtualbox
True,mixu/requireincontext,requireincontext,http://github.com/mixu/requireincontext
True,gpp256/glnetviz,glnetviz,http://github.com/gpp256/glnetviz
True,imkingdavid/game-off-2012,game off  ,http://github.com/imkingdavid/game-off-2012
True,civics/fips,fips,http://github.com/civics/fips
True,lucsampaio/datasciencecourse,datasciencecourse,http://github.com/lucsampaio/datasciencecourse
True,dfcb/bigvideo.js,bigvideo js,http://github.com/dfcb/bigvideo.js
True,oxcoder/android_device_htc_primoucwm,android device htc primoucwm,http://github.com/oxcoder/android_device_htc_primoucwm
True,ibtissamirisi/game-of-life,game of life,http://github.com/ibtissamirisi/game-of-life
True,pureperfect/purview,purview,http://github.com/pureperfect/purview
True,techforks/nanobar,nanobar,http://github.com/techforks/nanobar
True,hierynomus/spf13-vim,spf  vim,http://github.com/hierynomus/spf13-vim
True,teeravipark/jobs,jobs,http://github.com/teeravipark/jobs
True,virtualstaticvoid/servicestack.redis,servicestack redis,http://github.com/virtualstaticvoid/servicestack.redis
True,zgdak/my-boto-services,my boto services,http://github.com/zgdak/my-boto-services
True,aking88/rnblurmodalview,rnblurmodalview,http://github.com/aking88/rnblurmodalview
True,soyjavi/tapquo-crawler,tapquo crawler,http://github.com/soyjavi/tapquo-crawler
True,vim-scripts/histwin.vim,histwin vim,http://github.com/vim-scripts/histwin.vim
True,tritowntim/sample_app,sample app,http://github.com/tritowntim/sample_app
True,magz74/android_device_htc_legend,android device htc legend,http://github.com/magz74/android_device_htc_legend
True,artwisted69/sample_app,sample app,http://github.com/artwisted69/sample_app
True,rayleyva/stackedit,stackedit,http://github.com/rayleyva/stackedit
True,davidebbo-test/nodehelloworld,nodehelloworld,http://github.com/davidebbo-test/nodehelloworld
True,misatotremor/doctrinebehaviors,doctrinebehaviors,http://github.com/misatotremor/doctrinebehaviors
True,davidhuh/plot_templates,plot templates,http://github.com/davidhuh/plot_templates
True,motsu625/mecabsample,mecabsample,http://github.com/motsu625/mecabsample
True,davidcwebs/htaccess,htaccess,http://github.com/davidcwebs/htaccess
True,tilgovi/git-jira-tools,git jira tools,http://github.com/tilgovi/git-jira-tools
True,ajlevitz/intrailsrb,intrailsrb,http://github.com/ajlevitz/intrailsrb
True,hazenme/android_device_lge_mako,android device lge mako,http://github.com/hazenme/android_device_lge_mako
True,samaretti/samaretti.github.com,samaretti github com,http://github.com/samaretti/samaretti.github.com
True,quasimodem/android_device_samsung_jflteatt,android device samsung jflteatt,http://github.com/quasimodem/android_device_samsung_jflteatt
True,frullewulle/android_device_moto_mb526,android device moto mb ,http://github.com/frullewulle/android_device_moto_mb526
True,favishinc/masonry,masonry,http://github.com/favishinc/masonry
True,b3n0n/chrome-app-samples,chrome app samples,http://github.com/b3n0n/chrome-app-samples
True,stonemano/servicestack,servicestack,http://github.com/stonemano/servicestack
True,bstrickland01/emailservice,emailservice,http://github.com/bstrickland01/emailservice
True,maffoobristol/travis-test,travis test,http://github.com/maffoobristol/travis-test
True,ovinwamis/this-is-it-torrent,this is it torrent,http://github.com/ovinwamis/this-is-it-torrent
True,masayukitanaka/samples,samples,http://github.com/masayukitanaka/samples
True,chiller87/vigral_plugins,vigral plugins,http://github.com/chiller87/vigral_plugins
True,cbandit0001/burning-vizion-art,burning vizion art,http://github.com/cbandit0001/burning-vizion-art
True,aviks/knn.jl,knn jl,http://github.com/aviks/knn.jl
True,samuel1112/phantomjs,phantomjs,http://github.com/samuel1112/phantomjs
True,gorodok/cobalt-emacs,cobalt emacs,http://github.com/gorodok/cobalt-emacs
True,samgrimm/heart,heart,http://github.com/samgrimm/heart
True,daviddoria/vtkhokuyo,vtkhokuyo,http://github.com/daviddoria/vtkhokuyo
True,brendanaubvep/qdvirv,qdvirv,http://github.com/brendanaubvep/qdvirv
True,ctulek/.emacs.d, emacs d,http://github.com/ctulek/.emacs.d
True,padde/uncommenter.vim,uncommenter vim,http://github.com/padde/uncommenter.vim
True,videl/udacity-web,udacity web,http://github.com/videl/udacity-web
True,alexyazvinsky/iscroll,iscroll,http://github.com/alexyazvinsky/iscroll
True,stanzheng/samples,samples,http://github.com/stanzheng/samples
True,ravindramo/ramp-upsession,ramp upsession,http://github.com/ravindramo/ramp-upsession
True,czchen/github-services,github services,http://github.com/czchen/github-services
True,tpbvieira/scalajxtasocket,scalajxtasocket,http://github.com/tpbvieira/scalajxtasocket
True,boubaker/organization-service-mongodb,organization service mongodb,http://github.com/boubaker/organization-service-mongodb
True,madhubheemagani/cordova-samples,cordova samples,http://github.com/madhubheemagani/cordova-samples
True,remiolivier/openturf,openturf,http://github.com/remiolivier/openturf
True,ichamovi/itproject,itproject,http://github.com/ichamovi/itproject
True,awesome/pbcopy.vim,pbcopy vim,http://github.com/awesome/pbcopy.vim
True,vivekchand/pickle_field,pickle field,http://github.com/vivekchand/pickle_field
True,sergedavid/small-games,small games,http://github.com/sergedavid/small-games
True,azzsh/vimfiles,vimfiles,http://github.com/azzsh/vimfiles
True,acellu/triumvirat,triumvirat,http://github.com/acellu/triumvirat
True,ensamvarg/coinconverter,coinconverter,http://github.com/ensamvarg/coinconverter
True,zouhc/markdowneditor,markdowneditor,http://github.com/zouhc/markdowneditor
True,leanhd/vipmediaplayer,vipmediaplayer,http://github.com/leanhd/vipmediaplayer
True,vivekbalsu/mytools,mytools,http://github.com/vivekbalsu/mytools
True,lotusboost/kapolsamaj,kapolsamaj,http://github.com/lotusboost/kapolsamaj
True,halyavin1966/h,h,http://github.com/halyavin1966/h
True,orcaproject42/vendor_samsung,vendor samsung,http://github.com/orcaproject42/vendor_samsung
True,leoalves/cloudfiles-mirror,cloudfiles mirror,http://github.com/leoalves/cloudfiles-mirror
True,ripleyaffect/sample_app,sample app,http://github.com/ripleyaffect/sample_app
True,vincpa/z,z,http://github.com/vincpa/z
True,davidlu/horizontalpager,horizontalpager,http://github.com/davidlu/horizontalpager
True,thiderman/vim-snakecharmer,vim snakecharmer,http://github.com/thiderman/vim-snakecharmer
True,vim-scripts/autofold.vim,autofold vim,http://github.com/vim-scripts/autofold.vim
True,twqqis/dotvim.simple,dotvim simple,http://github.com/twqqis/dotvim.simple
True,freealvin/exceldatahelper,exceldatahelper,http://github.com/freealvin/exceldatahelper
True,nsdevaraj/rssviewer,rssviewer,http://github.com/nsdevaraj/rssviewer
True,jdfdesign/gko_villa_maison_rouge_com,gko villa maison rouge com,http://github.com/jdfdesign/gko_villa_maison_rouge_com
True,samsoffes/ssmessagesviewcontroller,ssmessagesviewcontroller,http://github.com/samsoffes/ssmessagesviewcontroller
True,emacsmirror/mark-forward-sexp,mark forward sexp,http://github.com/emacsmirror/mark-forward-sexp
True,technical/aws-sdk-ios-samples,aws sdk ios samples,http://github.com/technical/aws-sdk-ios-samples
True,travis4all/jsonpath,jsonpath,http://github.com/travis4all/jsonpath
True,icattlecoder/vim-conf,vim conf,http://github.com/icattlecoder/vim-conf
True,kumamugi/youtube-video-downloader-for-safari,youtube video downloader for safari,http://github.com/kumamugi/youtube-video-downloader-for-safari
True,anviking/clanging,clanging,http://github.com/anviking/clanging
True,blackxie/vim,vim,http://github.com/blackxie/vim
True,leosmeira/spree_i18n,spree i n,http://github.com/leosmeira/spree_i18n
True,esvit/bazalt-view,bazalt view,http://github.com/esvit/bazalt-view
True,pietervisser/declarative_authorization,declarative authorization,http://github.com/pietervisser/declarative_authorization
True,mouafa/chrome-app-samples,chrome app samples,http://github.com/mouafa/chrome-app-samples
True,gaving/itunes-song-title,itunes song title,http://github.com/gaving/itunes-song-title
True,baffolobill/python-markdown-video,python markdown video,http://github.com/baffolobill/python-markdown-video
True,fxdavina/lawofcosines,lawofcosines,http://github.com/fxdavina/lawofcosines
True,shosti/emacs-starter-kit,emacs starter kit,http://github.com/shosti/emacs-starter-kit
True,teamnova/android_vendor_samsung_u8500-common,android vendor samsung u  common,http://github.com/teamnova/android_vendor_samsung_u8500-common
True,pombredanne/django-revisions,django revisions,http://github.com/pombredanne/django-revisions
True,agilekoding/active_model_serializers-matchers,active model serializers matchers,http://github.com/agilekoding/active_model_serializers-matchers
True,marvinmind/martinrep,martinrep,http://github.com/marvinmind/martinrep
True,minorusal/plandevida,plandevida,http://github.com/minorusal/plandevida
True,vinnybad/properties-overlay-plugin,properties overlay plugin,http://github.com/vinnybad/properties-overlay-plugin
True,hackhands/vidibus-routing_error,vidibus routing error,http://github.com/hackhands/vidibus-routing_error
True,brianp/vimeo,vimeo,http://github.com/brianp/vimeo
True,joeburrows/lab2,lab2,http://github.com/joeburrows/lab2
True,vijaymca/gbu,gbu,http://github.com/vijaymca/gbu
True,antovinjosemm/myrepo,myrepo,http://github.com/antovinjosemm/myrepo
True,palmalcheg/fabric3-federation-gridfs-provisioning,fabric3 federation gridfs provisioning,http://github.com/palmalcheg/fabric3-federation-gridfs-provisioning
True,joegreen88/zf1-component-feed,zf1 component feed,http://github.com/joegreen88/zf1-component-feed
True,javamo/novidadeshtml5,novidadeshtml5,http://github.com/javamo/novidadeshtml5
True,andrelrs/twoway-view,twoway view,http://github.com/andrelrs/twoway-view
True,vigneshacker/gavekort,gavekort,http://github.com/vigneshacker/gavekort
True,bigbluebutton86/http-live-video-stream-segmenter-and-distributor,http live video stream segmenter and distributor,http://github.com/bigbluebutton86/http-live-video-stream-segmenter-and-distributor
True,hopestar1987/kft-activiti-demo,kft activiti demo,http://github.com/hopestar1987/kft-activiti-demo
