is_data_statistics	repo	terms	is_data_statistics	url
True	rfonseca/xkcd-gnuplot	xkcd gnuplot	False	http://github.com/rfonseca/xkcd-gnuplot
True	gotrevi/mesas	mesas	False	http://github.com/gotrevi/mesas
True	hanachin/instagram-tarenagashi	instagram tarenagashi	False	http://github.com/hanachin/instagram-tarenagashi
True	rmansoor/pentaho-coding-standards	pentaho coding standards	False	http://github.com/rmansoor/pentaho-coding-standards
True	vinagility/hackety_hack-lessons	hackety hack lessons	False	http://github.com/vinagility/hackety_hack-lessons
True	jsjohnst/tanepiper.com	tanepiper com	False	http://github.com/jsjohnst/tanepiper.com
True	substance/publisher	publisher	False	http://github.com/substance/publisher
True	zhydanovajulia/ask-question	ask question	False	http://github.com/zhydanovajulia/ask-question
True	ihardware/processmanager	processmanager	False	http://github.com/ihardware/processmanager
True	darping/1014883v-masters-sun-episode-11	 v masters sun episode  	False	http://github.com/darping/1014883v-masters-sun-episode-11
True	jprez38/javaeulers	javaeulers	True	http://github.com/jprez38/javaeulers
True	mattbirman/sample_app	sample app	False	http://github.com/mattbirman/sample_app
True	himessage/aprotect	aprotect	False	http://github.com/himessage/aprotect
True	jbzurn/radioshack_led_strip_color_generator_matlab	radioshack led strip color generator matlab	False	http://github.com/jbzurn/radioshack_led_strip_color_generator_matlab
True	eldar/requirejs	requirejs	False	http://github.com/eldar/requirejs
True	minthubk/taskmanager	taskmanager	False	http://github.com/minthubk/taskmanager
True	chefnetwork/sample-cookbook	sample cookbook	False	http://github.com/chefnetwork/sample-cookbook
True	ghostandthemachine/opal	opal	False	http://github.com/ghostandthemachine/opal
True	raajarshi/sample_app	sample app	False	http://github.com/raajarshi/sample_app
True	sofadesign/rails-nginx-passenger-ubuntu	rails nginx passenger ubuntu	False	http://github.com/sofadesign/rails-nginx-passenger-ubuntu
True	bywang/c_plus_plus_practice	c plus plus practice	False	http://github.com/bywang/c_plus_plus_practice
True	rmuktader/zf-stand-alone-form-with-composite-element	zf stand alone form with composite element	False	http://github.com/rmuktader/zf-stand-alone-form-with-composite-element
True	sashahart/gitworkshop	gitworkshop	False	http://github.com/sashahart/gitworkshop
True	deepish/struts	struts	False	http://github.com/deepish/struts
True	rocklau/product-purchase-example	product purchase example	False	http://github.com/rocklau/product-purchase-example
True	tvalladon/nags-php-mud	nags php mud	False	http://github.com/tvalladon/nags-php-mud
True	ownaginatious/lz-string-java	lz string java	False	http://github.com/ownaginatious/lz-string-java
True	mktakuya/fabric-sample	fabric sample	False	http://github.com/mktakuya/fabric-sample
True	coryhouse/dependencyinjectionexample	dependencyinjectionexample	False	http://github.com/coryhouse/dependencyinjectionexample
True	trecchia/impactplusplus	impactplusplus	False	http://github.com/trecchia/impactplusplus
True	raphaelkimmig/gnome-presentation-mode	gnome presentation mode	False	http://github.com/raphaelkimmig/gnome-presentation-mode
True	nerionx/ticketmanager	ticketmanager	False	http://github.com/nerionx/ticketmanager
True	ssundoll/cocos2d-examples	cocos2d examples	False	http://github.com/ssundoll/cocos2d-examples
True	silverorange/mpoauth	mpoauth	False	http://github.com/silverorange/mpoauth
True	tejastank/incubator-cordova-android	incubator cordova android	False	http://github.com/tejastank/incubator-cordova-android
True	jbenzshawel/sample_app	sample app	False	http://github.com/jbenzshawel/sample_app
True	yujipeng/messagequeue	messagequeue	False	http://github.com/yujipeng/messagequeue
True	kellyfelkins/paperclip	paperclip	False	http://github.com/kellyfelkins/paperclip
True	pawannetrakanti/usercode	usercode	False	http://github.com/pawannetrakanti/usercode
True	bigbadhacker/api-standards	api standards	False	http://github.com/bigbadhacker/api-standards
True	valeriyvan/missingyandexlocatorapiiosexample	missingyandexlocatorapiiosexample	False	http://github.com/valeriyvan/missingyandexlocatorapiiosexample
True	arunagw/cassandra_object	cassandra object	False	http://github.com/arunagw/cassandra_object
True	stephanemaz/chrome-app-samples	chrome app samples	False	http://github.com/stephanemaz/chrome-app-samples
True	joshuashire/nss-pam-ldapd	nss pam ldapd	False	http://github.com/joshuashire/nss-pam-ldapd
True	juan8/primerrepositoriodejuan	primerrepositoriodejuan	False	http://github.com/juan8/primerrepositoriodejuan
True	robmarano/hackerati-day2-samplecode	hackerati day2 samplecode	False	http://github.com/robmarano/hackerati-day2-samplecode
True	substantial/omniauth-twitter-access-token	omniauth twitter access token	False	http://github.com/substantial/omniauth-twitter-access-token
True	tspaulino/taskmanager	taskmanager	False	http://github.com/tspaulino/taskmanager
True	sonofjack3/evan-sample	evan sample	False	http://github.com/sonofjack3/evan-sample
True	mbilwar/jquery-simple-datetimepicker	jquery simple datetimepicker	False	http://github.com/mbilwar/jquery-simple-datetimepicker
True	vks007/sample_app	sample app	False	http://github.com/vks007/sample_app
True	mattketmo/symfony-standard	symfony standard	False	http://github.com/mattketmo/symfony-standard
True	zhaoning/sas_utils	sas utils	False	http://github.com/zhaoning/sas_utils
True	dcollins991/milenage	milenage	False	http://github.com/dcollins991/milenage
True	ryangibbo/newsys---news-management	newsys   news management	False	http://github.com/ryangibbo/newsys---news-management
True	amon365/responsejs	responsejs	False	http://github.com/amon365/responsejs
True	jordanisip/static-rack-sass	static rack sass	False	http://github.com/jordanisip/static-rack-sass
True	socram8888/fe	fe	False	http://github.com/socram8888/fe
True	chelsea76/sample	sample	False	http://github.com/chelsea76/sample
True	splatter/sample_app	sample app	False	http://github.com/splatter/sample_app
True	guilhermesteves/mezzanine-themes	mezzanine themes	False	http://github.com/guilhermesteves/mezzanine-themes
True	buivanhon/sqlite-manager	sqlite manager	False	http://github.com/buivanhon/sqlite-manager
True	fire-dragon-dol/sass	sass	False	http://github.com/fire-dragon-dol/sass
True	ebostijancic/workflow-java8-samples	workflow java8 samples	False	http://github.com/ebostijancic/workflow-java8-samples
True	jbestanislao/openddr-java	openddr java	False	http://github.com/jbestanislao/openddr-java
True	gnu-user/leak-research	leak research	False	http://github.com/gnu-user/leak-research
True	keshavkuruva/spreadsheet_usage	spreadsheet usage	False	http://github.com/keshavkuruva/spreadsheet_usage
True	juliocesar/sydjs-backbonejs-preso	sydjs backbonejs preso	False	http://github.com/juliocesar/sydjs-backbonejs-preso
True	dmashal/mate-file-manager-sendto	mate file manager sendto	False	http://github.com/dmashal/mate-file-manager-sendto
True	screws0ft/unity-webapp-example	unity webapp example	False	http://github.com/screws0ft/unity-webapp-example
True	danielrsmith/danielrs-example	danielrs example	False	http://github.com/danielrsmith/danielrs-example
True	hariom2/octo_example	octo example	False	http://github.com/hariom2/octo_example
True	j-hannes/snap-examples	snap examples	False	http://github.com/j-hannes/snap-examples
True	javathahut/assignment3example	assignment3example	False	http://github.com/javathahut/assignment3example
True	bb-ricardo/pnp4nagios	pnp4nagios	False	http://github.com/bb-ricardo/pnp4nagios
True	ahajirnis/hadoop-examples	hadoop examples	False	http://github.com/ahajirnis/hadoop-examples
True	flashxing/docmanager-1	docmanager 1	False	http://github.com/flashxing/docmanager-1
True	leadsplus/paper_trail	paper trail	False	http://github.com/leadsplus/paper_trail
True	julianpeeters/asm-example	asm example	False	http://github.com/julianpeeters/asm-example
True	jrparish/bootstrap-datepicker	bootstrap datepicker	False	http://github.com/jrparish/bootstrap-datepicker
True	goldensilver/sample_app	sample app	False	http://github.com/goldensilver/sample_app
True	vlashed/sample_app	sample app	False	http://github.com/vlashed/sample_app
True	ramontayag/easy_class_to_instance_method	easy class to instance method	False	http://github.com/ramontayag/easy_class_to_instance_method
True	uni-konstanz/owncloud-apps	owncloud apps	False	http://github.com/uni-konstanz/owncloud-apps
True	kdayton-/python-websocket-example	python websocket example	False	http://github.com/kdayton-/python-websocket-example
True	raoiitkgp/cdh-twitter-example	cdh twitter example	False	http://github.com/raoiitkgp/cdh-twitter-example
True	nashinomi/dtp-design_samples	dtp design samples	False	http://github.com/nashinomi/dtp-design_samples
True	bastinrobin/node.js-samples	node js samples	False	http://github.com/bastinrobin/node.js-samples
True	magnushs/ifp	ifp	False	http://github.com/magnushs/ifp
True	dengjiuhong/uzoneapiclientexample	uzoneapiclientexample	False	http://github.com/dengjiuhong/uzoneapiclientexample
True	gsaly/sample_app	sample app	False	http://github.com/gsaly/sample_app
True	leeprovoost/dropwizard-example	dropwizard example	False	http://github.com/leeprovoost/dropwizard-example
True	diablouma/sample_app	sample app	False	http://github.com/diablouma/sample_app
True	kokakiwi/epitech.grade-generator	epitech grade generator	False	http://github.com/kokakiwi/epitech.grade-generator
True	dghijben/node-remote_mongo-example	node remote mongo example	False	http://github.com/dghijben/node-remote_mongo-example
True	adriangrigore/underscore.string	underscore string	False	http://github.com/adriangrigore/underscore.string
True	itsamy003/example	example	False	http://github.com/itsamy003/example
True	adynetro/sass	sass	False	http://github.com/adynetro/sass
True	efenuk/explore_california	explore california	False	http://github.com/efenuk/explore_california
True	natehershey/braintreejs-rails	braintreejs rails	False	http://github.com/natehershey/braintreejs-rails
True	feiskyer/scrapy-examples	scrapy examples	False	http://github.com/feiskyer/scrapy-examples
True	sash6589/huffman	huffman	False	http://github.com/sash6589/huffman
True	plotly/electricimp-streaming	electricimp streaming	False	http://github.com/plotly/electricimp-streaming
True	raymontag/kppy	kppy	False	http://github.com/raymontag/kppy
True	professionalherokuprogramming/ch5-managing-configuration-variables	ch5 managing configuration variables	False	http://github.com/professionalherokuprogramming/ch5-managing-configuration-variables
True	shermes641/braintreesubscriptions	braintreesubscriptions	False	http://github.com/shermes641/braintreesubscriptions
True	godin/sonar-examples	sonar examples	False	http://github.com/godin/sonar-examples
True	dnomyard/sample_app	sample app	False	http://github.com/dnomyard/sample_app
True	orangeudav/streamio-ffmpeg	streamio ffmpeg	False	http://github.com/orangeudav/streamio-ffmpeg
True	msjulia/golden-grid-system	golden grid system	False	http://github.com/msjulia/golden-grid-system
True	skipperbent/bedspawncompassfix	bedspawncompassfix	False	http://github.com/skipperbent/bedspawncompassfix
True	annamalainagappan/projects	projects	False	http://github.com/annamalainagappan/projects
True	orangemug/superstore-sync	superstore sync	False	http://github.com/orangemug/superstore-sync
True	masinosinaga/osticket-1.7	osticket 1 7	False	http://github.com/masinosinaga/osticket-1.7
True	kajlund/explore_california	explore california	False	http://github.com/kajlund/explore_california
True	angel42497/angel-sample-code	angel sample code	False	http://github.com/angel42497/angel-sample-code
True	sjoller/mjj_filemanager	mjj filemanager	False	http://github.com/sjoller/mjj_filemanager
True	hanskindberg-net/hanskindberg-structuremap-samples	hanskindberg structuremap samples	False	http://github.com/hanskindberg-net/hanskindberg-structuremap-samples
True	benoitletondor/savethepig2	savethepig2	False	http://github.com/benoitletondor/savethepig2
True	mckuzmich/facebooksample	facebooksample	False	http://github.com/mckuzmich/facebooksample
True	quepresasprod/download-notorious-mobi-ebook-sales	download notorious mobi ebook sales	False	http://github.com/quepresasprod/download-notorious-mobi-ebook-sales
True	consultant3rdparty/examplecode	examplecode	False	http://github.com/consultant3rdparty/examplecode
True	suzukiyushin/uart_monaka_sample	uart monaka sample	False	http://github.com/suzukiyushin/uart_monaka_sample
True	saschagottfried/pyramid_cookbook	pyramid cookbook	False	http://github.com/saschagottfried/pyramid_cookbook
True	marwen22/hollagram-html5-requirejs	hollagram html5 requirejs	False	http://github.com/marwen22/hollagram-html5-requirejs
True	mlepinay/try_git	try git	False	http://github.com/mlepinay/try_git
True	prospero2/budapest-startup	budapest startup	False	http://github.com/prospero2/budapest-startup
True	desaisagar/lelesys.flowexample	lelesys flowexample	False	http://github.com/desaisagar/lelesys.flowexample
True	leinakesi/nodejs	nodejs	False	http://github.com/leinakesi/nodejs
True	kmmk42000/wcf-rest-json-examples	wcf rest json examples	False	http://github.com/kmmk42000/wcf-rest-json-examples
True	shunshunke/sample	sample	False	http://github.com/shunshunke/sample
True	daves125125/locationlistandroid	locationlistandroid	False	http://github.com/daves125125/locationlistandroid
True	ams340/oldsample_app	oldsample app	False	http://github.com/ams340/oldsample_app
True	rafaelfranco/blog_samples	blog samples	False	http://github.com/rafaelfranco/blog_samples
True	endu80/sample_app	sample app	False	http://github.com/endu80/sample_app
True	adamxlowe/sample_app	sample app	False	http://github.com/adamxlowe/sample_app
True	richardny2014/libphonenumber-example	libphonenumber example	False	http://github.com/richardny2014/libphonenumber-example
True	dapig5566/linuxkernel	linuxkernel	False	http://github.com/dapig5566/linuxkernel
True	h3nr1x/project-euler-solved-problems	project euler solved problems	True	http://github.com/h3nr1x/project-euler-solved-problems
True	dineshkummarc/examples	examples	False	http://github.com/dineshkummarc/examples
True	stephenlang/duplicity-manager	duplicity manager	True	http://github.com/stephenlang/duplicity-manager
True	brunoborges/javaee7-sample	javaee7 sample	False	http://github.com/brunoborges/javaee7-sample
True	aussiegeek/box-ubuntu12.04-nodejs0.10	box ubuntu    nodejs0  	False	http://github.com/aussiegeek/box-ubuntu12.04-nodejs0.10
True	techuette/dbmanager	dbmanager	False	http://github.com/techuette/dbmanager
True	yeldars/blog-samples	blog samples	False	http://github.com/yeldars/blog-samples
True	sumanboss/adaptivepayments-sdk-ruby	adaptivepayments sdk ruby	False	http://github.com/sumanboss/adaptivepayments-sdk-ruby
True	carlosvidor/javasamples	javasamples	False	http://github.com/carlosvidor/javasamples
True	davisnt/codesamples	codesamples	False	http://github.com/davisnt/codesamples
True	coreystruble/nodejs_sample	nodejs sample	False	http://github.com/coreystruble/nodejs_sample
True	kentat/project_euler	project euler	True	http://github.com/kentat/project_euler
True	nayefmuhiar/cloudantherokuexample	cloudantherokuexample	True	http://github.com/nayefmuhiar/cloudantherokuexample
True	bridgitimate/sample_app	sample app	HERE	http://github.com/bridgitimate/sample_app
True	gnatih/sample	sample	True	http://github.com/gnatih/sample
True	apetrovskiy/ninjectsamples	ninjectsamples	True	http://github.com/apetrovskiy/ninjectsamples
True	whitepixel/test	test	True	http://github.com/whitepixel/test
True	baitongjinx/pushnotificationsample30	pushnotificationsample 	True	http://github.com/baitongjinx/pushnotificationsample30
True	dprimeresearch/proof-of-process	proof of process	True	http://github.com/dprimeresearch/proof-of-process
True	julianrojas87/b2bua	b2bua	True	http://github.com/julianrojas87/b2bua
True	gaiyangjun/filemanager	filemanager	True	http://github.com/gaiyangjun/filemanager
True	magibeg/sample_app3	sample app3	True	http://github.com/magibeg/sample_app3
True	liuming365365/examples	examples	True	http://github.com/liuming365365/examples
True	asmasa/spine_sample	spine sample	True	http://github.com/asmasa/spine_sample
True	cloudmetal/dlcimagepickercontroller	dlcimagepickercontroller	True	http://github.com/cloudmetal/dlcimagepickercontroller
True	dkichler/wamplay	wamplay	True	http://github.com/dkichler/wamplay
True	mrpink/nagios-twitter-notifier	nagios twitter notifier	True	http://github.com/mrpink/nagios-twitter-notifier
True	choni/gnucashmobile	gnucashmobile	True	http://github.com/choni/gnucashmobile
True	burnst100/device_htc_vigor-backup	device htc vigor backup	True	http://github.com/burnst100/device_htc_vigor-backup
True	igorw/zguide	zguide	True	http://github.com/igorw/zguide
True	exsemt/table_go_example	table go example	True	http://github.com/exsemt/table_go_example
True	constantcontact/ruby-sdk	ruby sdk	True	http://github.com/constantcontact/ruby-sdk
True	stanislavkrsv/jouele	jouele	True	http://github.com/stanislavkrsv/jouele
True	herculeseduardo/snodejs	snodejs	True	http://github.com/herculeseduardo/snodejs
True	ruisebastiao/epsonmanager	epsonmanager	True	http://github.com/ruisebastiao/epsonmanager
True	thomasturnbull/securecodingexample	securecodingexample	True	http://github.com/thomasturnbull/securecodingexample
True	julianduque/nodejs-clouds-talk	nodejs clouds talk	True	http://github.com/julianduque/nodejs-clouds-talk
True	zaratine/sample_app	sample app	True	http://github.com/zaratine/sample_app
True	dejanfajfar/requirejs	requirejs	True	http://github.com/dejanfajfar/requirejs
True	digorithm/popline	popline	True	http://github.com/digorithm/popline
True	misamplus/droidpersiancalendar	droidpersiancalendar	True	http://github.com/misamplus/droidpersiancalendar
True	mohannad-abwah/androidlecture2	androidlecture2	True	http://github.com/mohannad-abwah/androidlecture2
True	mvanger/solr-rails-3.2-example	solr rails 3 2 example	True	http://github.com/mvanger/solr-rails-3.2-example
True	servermanager/framework	framework	True	http://github.com/servermanager/framework
True	avishayp/mccdaqsampler	mccdaqsampler	True	http://github.com/avishayp/mccdaqsampler
True	thorbenlindhauer/activiti-engine-ppi-example	activiti engine ppi example	True	http://github.com/thorbenlindhauer/activiti-engine-ppi-example
True	lstanczak/my-4clojure-solutions	my 4clojure solutions	True	http://github.com/lstanczak/my-4clojure-solutions
True	ddknapik/sample_app	sample app	True	http://github.com/ddknapik/sample_app
True	mpawel/biblioteczka-kodow	biblioteczka kodow	True	http://github.com/mpawel/biblioteczka-kodow
True	briangerard/bash_examples	bash examples	True	http://github.com/briangerard/bash_examples
True	ludwigheymbeeck/cordova-api-explorer	cordova api explorer	True	http://github.com/ludwigheymbeeck/cordova-api-explorer
True	leaflashdev/nagaar	nagaar	True	http://github.com/leaflashdev/nagaar
True	minhquy87tb/fig-standards	fig standards	True	http://github.com/minhquy87tb/fig-standards
True	drudge/snipmate-nodejs	snipmate nodejs	True	http://github.com/drudge/snipmate-nodejs
True	sitedesignusa/wp-maintenance-mode	wp maintenance mode	True	http://github.com/sitedesignusa/wp-maintenance-mode
True	wonderlabstownchen/phone	phone	True	http://github.com/wonderlabstownchen/phone
True	greatadrian/projecteuler	projecteuler	True	http://github.com/greatadrian/projecteuler
True	julianohsf/horariofacil	horariofacil	True	http://github.com/julianohsf/horariofacil
True	deepak-sakure/sample2	sample2	True	http://github.com/deepak-sakure/sample2
True	arvelt/directx9-texturesample	directx9 texturesample	True	http://github.com/arvelt/directx9-texturesample
True	dapengme/epiceditor	epiceditor	True	http://github.com/dapengme/epiceditor
True	ufirstgroup/magento_googletagmanager	magento googletagmanager	True	http://github.com/ufirstgroup/magento_googletagmanager
True	lukaszgrolik/sass-rhythm	sass rhythm	True	http://github.com/lukaszgrolik/sass-rhythm
True	filipjapan/citrus-engine-examples	citrus engine examples	True	http://github.com/filipjapan/citrus-engine-examples
True	jordischut/opencart-pakket	opencart pakket	True	http://github.com/jordischut/opencart-pakket
True	instance01/drakonnasmaze	drakonnasmaze	True	http://github.com/instance01/drakonnasmaze
True	rusko248/openmesh_example	openmesh example	True	http://github.com/rusko248/openmesh_example
True	tristanlins/contao-core	contao core	True	http://github.com/tristanlins/contao-core
True	ctapbiumabp/grunt-contrib-sass	grunt contrib sass	True	http://github.com/ctapbiumabp/grunt-contrib-sass
True	kazikeder/sample	sample	True	http://github.com/kazikeder/sample
True	jeevanpawar/jeevan	jeevan	True	http://github.com/jeevanpawar/jeevan
True	shinkira/mymatlab	mymatlab	True	http://github.com/shinkira/mymatlab
True	shivank101/sample_app	sample app	True	http://github.com/shivank101/sample_app
True	aenain/biathlon-simulation	biathlon simulation	True	http://github.com/aenain/biathlon-simulation
True	cdesch/bghudappkit	bghudappkit	True	http://github.com/cdesch/bghudappkit
True	yashi100/datepickertest	datepickertest	True	http://github.com/yashi100/datepickertest
True	keithbarrydavis/pybitmessage	pybitmessage	True	http://github.com/keithbarrydavis/pybitmessage
True	computorist/daemon-spawn	daemon spawn	True	http://github.com/computorist/daemon-spawn
True	gedzis/ajaxmanager	ajaxmanager	True	http://github.com/gedzis/ajaxmanager
True	zbage/weixin_example	weixin example	True	http://github.com/zbage/weixin_example
True	duke-compsci308-fall2013/example_browser	example browser	True	http://github.com/duke-compsci308-fall2013/example_browser
True	ardjanvanderlinden/crowdsimulationtue	crowdsimulationtue	True	http://github.com/ardjanvanderlinden/crowdsimulationtue
True	dashed/gulp-istanbul	gulp istanbul	True	http://github.com/dashed/gulp-istanbul
True	vatezlo/sample_app2	sample app2	True	http://github.com/vatezlo/sample_app2
True	tonykeng/sample_app	sample app	True	http://github.com/tonykeng/sample_app
True	igorkulman/talk-mff-2013	talk mff  	True	http://github.com/igorkulman/talk-mff-2013
True	marcosisocram/consumo-app	consumo app	True	http://github.com/marcosisocram/consumo-app
True	znakzorro/picasaswiper	picasaswiper	True	http://github.com/znakzorro/picasaswiper
True	code4app/sharecenterexample	sharecenterexample	True	http://github.com/code4app/sharecenterexample
True	danielkitta/sigrok-firmware	sigrok firmware	True	http://github.com/danielkitta/sigrok-firmware
True	havana59er/sample_app	sample app	True	http://github.com/havana59er/sample_app
True	cdeil/simplejson	simplejson	True	http://github.com/cdeil/simplejson
True	example42/puppet-tomcat	puppet tomcat	True	http://github.com/example42/puppet-tomcat
True	dyemane/restangular	restangular	True	http://github.com/dyemane/restangular
True	guilhermeslk/scienciajs	scienciajs	True	http://github.com/guilhermeslk/scienciajs
True	followyourheart/scikit-learn	scikit learn	True	http://github.com/followyourheart/scikit-learn
True	jonasspott/boilerplate.sass	boilerplate sass	True	http://github.com/jonasspott/boilerplate.sass
True	stanislavfeldman/compressinja	compressinja	True	http://github.com/stanislavfeldman/compressinja
True	mark-vieira/spot-manager	spot manager	True	http://github.com/mark-vieira/spot-manager
True	andrewevansmith/euler	euler	True	http://github.com/andrewevansmith/euler
True	sasukepain/aeroquad	aeroquad	True	http://github.com/sasukepain/aeroquad
True	clhodapp/mac-bl	mac bl	True	http://github.com/clhodapp/mac-bl
True	dragon1st/standards-and-practices	standards and practices	True	http://github.com/dragon1st/standards-and-practices
True	pawni/habitrpg	habitrpg	True	http://github.com/pawni/habitrpg
True	jaoki/oozie-plugin-example	oozie plugin example	True	http://github.com/jaoki/oozie-plugin-example
True	davechang92/originalslickout	originalslickout	True	http://github.com/davechang92/originalslickout
True	simonwillcock/projecteuler	projecteuler	True	http://github.com/simonwillcock/projecteuler
True	netmanagers/puppet-msmtp	puppet msmtp	True	http://github.com/netmanagers/puppet-msmtp
True	ajgraham/gituseexample	gituseexample	True	http://github.com/ajgraham/gituseexample
True	cavy/sample_app	sample app	True	http://github.com/cavy/sample_app
True	poftwaresatent/stanford_wbc_msvc9	stanford wbc msvc9	True	http://github.com/poftwaresatent/stanford_wbc_msvc9
True	intrepidd/zia-okapi	zia okapi	True	http://github.com/intrepidd/zia-okapi
True	nsmader/fantasy-manager-bot	fantasy manager bot	True	http://github.com/nsmader/fantasy-manager-bot
True	snowuly/modulejs	modulejs	True	http://github.com/snowuly/modulejs
True	normancapule/bootstrap-datepicker	bootstrap datepicker	True	http://github.com/normancapule/bootstrap-datepicker
True	ghosy/linksplus	linksplus	True	http://github.com/ghosy/linksplus
True	ldark/blog-class-example	blog class example	True	http://github.com/ldark/blog-class-example
True	glebm/bootstrap-timepicker	bootstrap timepicker	True	http://github.com/glebm/bootstrap-timepicker
True	moltra/django-fiber-example	django fiber example	True	http://github.com/moltra/django-fiber-example
True	k4733294/elearnpartoffilemnager	elearnpartoffilemnager	True	http://github.com/k4733294/elearnpartoffilemnager
True	sorisum/androidfacebooksample	androidfacebooksample	True	http://github.com/sorisum/androidfacebooksample
True	aziz5400/bootstrap-datetimepicker	bootstrap datetimepicker	True	http://github.com/aziz5400/bootstrap-datetimepicker
True	prilia/spring-amqp-samples	spring amqp samples	True	http://github.com/prilia/spring-amqp-samples
True	tuler/aws-elasticache-memcached-session-manager	aws elasticache memcached session manager	True	http://github.com/tuler/aws-elasticache-memcached-session-manager
True	maxanier/androidlibrary	androidlibrary	True	http://github.com/maxanier/androidlibrary
True	rabcrom/ensage-scripts	ensage scripts	True	http://github.com/rabcrom/ensage-scripts
True	liudejian/zk-manager	zk manager	True	http://github.com/liudejian/zk-manager
True	codeappetizer/projecteuler	projecteuler	True	http://github.com/codeappetizer/projecteuler
True	fishnix/karafsampleshellcmds	karafsampleshellcmds	True	http://github.com/fishnix/karafsampleshellcmds
True	takashiyamazaki/ec2manage	ec2manage	True	http://github.com/takashiyamazaki/ec2manage
True	maplethorpe/mini-k	mini k	True	http://github.com/maplethorpe/mini-k
True	jaepilcyan/doctrinemongoodmmodule	doctrinemongoodmmodule	True	http://github.com/jaepilcyan/doctrinemongoodmmodule
True	desmondmcnamee/sample_app	sample app	True	http://github.com/desmondmcnamee/sample_app
True	flashpixx/matlabwikipedia	matlabwikipedia	True	http://github.com/flashpixx/matlabwikipedia
True	kappa-org/filemanager	filemanager	True	http://github.com/kappa-org/filemanager
True	kylev35/stanfordspot	stanfordspot	True	http://github.com/kylev35/stanfordspot
True	zqiangsun/studentsmanagement	studentsmanagement	True	http://github.com/zqiangsun/studentsmanagement
True	tarlen/sample_app	sample app	True	http://github.com/tarlen/sample_app
True	sashwati/hello122	hello 	True	http://github.com/sashwati/hello122
True	jenyayel/bootstrap-daterangepicker	bootstrap daterangepicker	True	http://github.com/jenyayel/bootstrap-daterangepicker
True	tinagui/band-base	band base	True	http://github.com/tinagui/band-base
True	emacsmirror/gnus-highlight	gnus highlight	True	http://github.com/emacsmirror/gnus-highlight
True	aldaris/irc-logmanager	irc logmanager	True	http://github.com/aldaris/irc-logmanager
True	konstantin-komelin/drupal-with-nginx	drupal with nginx	True	http://github.com/konstantin-komelin/drupal-with-nginx
True	nmathewson/libevent	libevent	True	http://github.com/nmathewson/libevent
True	marcovzla/stanford-corenlp-python	stanford corenlp python	True	http://github.com/marcovzla/stanford-corenlp-python
True	gdamron/accelexplore	accelexplore	True	http://github.com/gdamron/accelexplore
True	e-spirit/knowledgebase---simpleexecutableexample	knowledgebase   simpleexecutableexample	True	http://github.com/e-spirit/knowledgebase---simpleexecutableexample
True	jeetak47/cascades-samples	cascades samples	True	http://github.com/jeetak47/cascades-samples
True	braggb01/instagram-on-rails-sample	instagram on rails sample	True	http://github.com/braggb01/instagram-on-rails-sample
True	arunreddy/sample_app	sample app	True	http://github.com/arunreddy/sample_app
True	internetexplorer/web-platform-tests	web platform tests	True	http://github.com/internetexplorer/web-platform-tests
True	episodes/imagebrowser	imagebrowser	True	http://github.com/episodes/imagebrowser
True	thatgirlcancode/ng-bs-daterangepicker	ng bs daterangepicker	True	http://github.com/thatgirlcancode/ng-bs-daterangepicker
True	bdyaniv/code_samples	code samples	True	http://github.com/bdyaniv/code_samples
True	tehnuge/sample_app	sample app	True	http://github.com/tehnuge/sample_app
True	vstemamelialovel/ruby-sample-app	ruby sample app	True	http://github.com/vstemamelialovel/ruby-sample-app
True	weefbellington/droidvalidate-examples	droidvalidate examples	True	http://github.com/weefbellington/droidvalidate-examples
True	prash-singla/sampleapp	sampleapp	True	http://github.com/prash-singla/sampleapp
True	stuarthalloway/ruby-net-ldap	ruby net ldap	True	http://github.com/stuarthalloway/ruby-net-ldap
True	madhavyanamala/timemanagement	timemanagement	True	http://github.com/madhavyanamala/timemanagement
True	bchristie/aspnetidentitysample	aspnetidentitysample	True	http://github.com/bchristie/aspnetidentitysample
True	ejschmitt/getty_up	getty up	True	http://github.com/ejschmitt/getty_up
True	ciaobello/example	example	True	http://github.com/ciaobello/example
True	danielmj/parsejsarray	parsejsarray	True	http://github.com/danielmj/parsejsarray
True	cedar007/faultmanage	faultmanage	True	http://github.com/cedar007/faultmanage
True	rkino/making-things-see-examples	making things see examples	True	http://github.com/rkino/making-things-see-examples
True	stronnag/mwptools	mwptools	True	http://github.com/stronnag/mwptools
True	lokesh1/sample_app1	sample app1	True	http://github.com/lokesh1/sample_app1
True	flippa/pp-adaptive	pp adaptive	True	http://github.com/flippa/pp-adaptive
True	phpoole/plugin-sample	plugin sample	True	http://github.com/phpoole/plugin-sample
True	mzagar/approvals-example	approvals example	True	http://github.com/mzagar/approvals-example
True	noahblon/penner-sass	penner sass	True	http://github.com/noahblon/penner-sass
True	jszumski/uimenucontroller-example	uimenucontroller example	True	http://github.com/jszumski/uimenucontroller-example
True	sidonath/sass	sass	True	http://github.com/sidonath/sass
True	terr0/sass	sass	True	http://github.com/terr0/sass
True	qingmai/cascades-samples	cascades samples	True	http://github.com/qingmai/cascades-samples
True	nasharnitsa/libsemanage	libsemanage	True	http://github.com/nasharnitsa/libsemanage
True	nicodumdum/flatstrap-sample	flatstrap sample	True	http://github.com/nicodumdum/flatstrap-sample
